date,t,time_end,L_actual_kw,P_act_kw,R_reserve_kwh,x_plan_kwh,x_final_kwh,u_charge_kwh,v_discharge_kwh,e_emergency_kwh,E_end_kwh
2025-03-20,1,0:10,3299.0689,0.0,948.9384397298129,588.8857389609852,588.8857389609852,0.0,0.0,0.0,10800.0
2025-03-20,2,0:20,3421.881,0.0,948.9384397298129,583.8888390218841,583.8888390218841,0.0,0.0,0.0,10800.0
2025-03-20,3,0:30,3683.11,0.0,948.9384397298129,583.1476134501797,583.1476134501797,0.0,30.704053216486955,0.0,10765.884385315014
2025-03-20,4,0:40,3476.737,0.0,948.9384397298129,585.9115625654279,585.9115625654279,6.455395898761253,0.0,0.0,10771.694241623898
2025-03-20,5,0:50,3302.6695,0.0,948.9384397298129,581.2203967761437,581.2203967761437,30.775480109477144,0.0,0.0,10799.392173722428
2025-03-20,6,1:00,3426.94,0.0,948.9384397298129,573.7675564277387,573.7675564277387,0.6753625306353367,0.0,0.0,10800.0
2025-03-20,7,1:10,3609.5343,0.0,948.9384397298129,569.6538726130968,569.6538726130968,0.0,31.935177386903092,0.0,10764.516469570108
2025-03-20,8,1:20,3668.9025,0.0,948.9384397298129,564.6192150592404,564.6192150592404,0.0,46.86453494075954,0.0,10712.444764080376
2025-03-20,9,1:30,3589.3,0.0,948.9384397298129,555.9789279934473,555.9789279934473,0.0,42.23773867321938,0.0,10665.513943332355
2025-03-20,10,1:40,3503.6157,0.0,948.9384397298129,565.1437525509273,565.1437525509273,0.0,18.79219744907266,0.0,10644.633723944497
2025-03-20,11,1:50,3545.9703,0.0,948.9384397298129,585.3322496055578,585.3322496055578,0.0,5.662800394442229,0.0,10638.341723506228
2025-03-20,12,2:00,3590.66,0.0,948.9384397298129,598.1521102583808,598.1521102583808,0.0,0.29122307495242694,0.0,10638.018142311836
2025-03-20,13,2:10,3395.9017,0.0,948.9384397298129,585.859749265927,585.859749265927,19.87613259926036,0.0,0.0,10655.90666165117
2025-03-20,14,2:20,3276.7246,0.0,948.9384397298129,572.2582814800978,572.2582814800978,26.137514813431153,0.0,0.0,10679.430424983258
2025-03-20,15,2:30,3394.28,0.0,948.9384397298129,574.9961776959955,574.9961776959955,9.282844362662104,0.0,0.0,10687.784984909655
2025-03-20,16,2:40,3587.5594,0.0,948.9384397298129,590.558945574717,590.558945574717,0.0,7.3676210919496725,0.0,10679.598739251933
2025-03-20,17,2:50,3605.7268,0.0,948.9384397298129,603.2798218550572,603.2798218550572,2.325355188390631,0.0,0.0,10681.691558921484
2025-03-20,18,3:00,3522.79,0.0,948.9384397298129,598.5863393775032,598.5863393775032,11.454672710836576,0.0,0.0,10692.000764361237
2025-03-20,19,3:10,3631.2618,0.0,948.9384397298129,581.9040752625817,581.9040752625817,0.0,23.306224737418233,0.0,10666.10495909744
2025-03-20,20,3:20,3731.3543,0.0,948.9384397298129,573.3349657326472,573.3349657326472,0.0,48.55741760068611,0.0,10612.152272874455
2025-03-20,21,3:30,3721.01,0.0,948.9384397298129,582.6715203745248,582.6715203745248,0.0,37.496812958808505,0.0,10570.489147364668
