date,model,base_cost_yuan,breach_cost_yuan,overbuy_cost_yuan,grid_cost_yuan,two_way_grid_cost_yuan,reversal_gap_yuan,adjusted_kwh,emergency_kwh,emergency_cost_yuan,total_cost_yuan,planned_purchase_kwh,final_commitment_kwh,unused_plan_kwh,curtailed_pv_kwh,charge_kwh,discharge_kwh,start_soc_kwh,end_soc_kwh,emergency_slots
2025-02-01,M1,21806.07054492469,0.0,0.0,21806.07054492469,21806.07054492469,0.0,0.0,0.0,0.0,21806.07054492469,42387.89894276086,42387.89894276086,1523.4291950982506,2720.711608348176,19816.145820390942,16050.563614409833,10799.428333214635,10800.0,0
2025-02-02,M1,55828.16699687959,0.0,0.0,55828.16699687959,55828.16699687959,0.0,0.0,0.0,0.0,55828.16699687959,88986.96164536827,88986.96164536827,6256.0643984930775,59.174066666666704,22712.86963267651,18397.424402467972,10800.0,10800.0,0
2025-02-03,M1,55402.15063520049,0.0,165.21502968611767,55567.36566488661,55567.36566488661,0.0,85.50838686754014,90.48248697200313,631.2058291166938,56198.5714940033,88628.24502267924,88713.75340954677,4146.3469427061145,0.0,23373.53923059301,18932.566776780342,10800.0,10800.0,1
2025-02-04,M1,55109.25976572678,0.0,0.0,55109.25976572678,55109.25976572678,0.0,0.0,4.6089924763813315,22.67393848755796,55131.93370421434,88238.44159631412,88238.44159631412,2432.6784876756997,0.0,24828.115228106115,20212.60707699131,10800.0,10686.851397527387,1
2025-02-05,M1,51748.749563869045,0.0,2047.222574284043,53795.97213815309,53795.97213815309,0.0,1493.6203716216924,1194.2363216777585,6711.0150192740175,60506.98715742711,83701.34011296212,85194.96048458383,950.4873796421034,0.0,24435.721514580564,19745.439071294415,10686.851397527387,10739.624014767216,8
2025-02-06,M1,53273.3129413712,0.0,910.4889424466912,54183.801883817876,54183.801883817876,0.0,510.3964603157142,221.8481610923539,1159.7282484843622,55343.530132302236,85609.89150049593,86120.28796081163,1483.302341836576,0.0,24617.214266597657,20029.437703196905,10739.624014767216,10640.186073375215,8
2025-02-07,M1,19331.1629707745,0.0,185.2984359283645,19516.461406702867,19516.461406702867,0.0,125.1466828273829,630.8173233167502,3257.280216287429,22773.741622990296,38074.44003583096,38199.58671865834,189.8426281811079,2971.4331913983624,20422.829209305277,16559.38065357632,10640.186073375215,10621.420524442934,6
2025-02-08,M1,17022.49246695242,0.0,2644.105945855333,19666.598412807754,19666.598412807754,0.0,2132.9056923879525,719.216429648648,4291.612365615845,23958.2107784236,33907.261108330305,36040.16680071826,59.95924770087038,988.8823666666668,21393.8244752907,17260.445575957998,10621.420524442934,10697.589690029023,6
2025-02-09,M1,48971.05804395291,0.0,4575.566249067312,53546.62429302021,53546.62429302021,0.0,3628.962183478594,1181.383234596308,6115.181706369908,59661.80599939012,79489.56426471008,83118.52644818867,239.35447964459922,0.0,23977.65159826955,19472.51236179583,10697.589690029023,10641.351282031814,14
2025-02-10,M1,50455.11352358604,0.0,597.6269016046201,51052.74042519064,51052.74042519064,0.0,396.25207535737695,290.6001451567469,1617.7858165137434,52670.526241704385,81445.96750822093,81842.21958357829,3455.6392198879603,193.20466666666675,22283.361425328923,18126.02316648184,10641.351282031814,10556.35082429247,9
2025-02-11,M1,49625.472945131,0.0,350.3679638443471,49975.84090897535,49975.84090897535,0.0,245.5996907913626,1089.725610702059,5908.971378031446,55884.8122870068,80481.42033988438,80727.02003067575,1886.0454347897628,0.0,24014.926023196866,19304.822949942158,10556.35082429247,10719.980967456146,14
2025-02-12,M1,50374.610330640164,0.0,724.7846599583062,51099.39499059846,51099.39499059846,0.0,377.8505913014973,255.06987728704178,1486.0062541159166,52585.401244714376,81319.20463406947,81697.05522537098,2229.8061640102037,84.31429590992047,22930.485458008938,18559.216948604375,10719.980967456146,10736.065714548213,9
2025-02-13,M1,50291.32175281528,0.0,212.53234320006072,50503.85409601535,50503.85409601535,0.0,151.24933296378947,84.24179068559677,521.5434102856693,51025.397506301015,81204.2051659064,81355.45449887018,5615.006074471883,360.1709518632497,21460.523103407293,17325.482856853298,10736.065714548213,10800.0,2
2025-02-14,M1,18283.4473217023,0.0,626.4803520316103,18909.927673733913,18909.927673733913,0.0,411.7446882191727,174.619360593748,980.6492723167123,19890.576946050627,35582.152403476066,35993.89709169523,160.6956170607557,2140.63365,21582.12975568649,17516.744387124927,10800.0,10760.86746109014,3
2025-02-15,M1,18111.72946974356,0.0,624.0519650660734,18735.781434809636,18735.781434809636,0.0,486.0069315648209,302.27807359922537,1506.7240736573808,20242.505508467017,35196.34161912954,35682.348550694354,79.12115275907183,2689.1358666666683,21406.49293115547,17470.214426287625,10760.86746109014,10615.36173658826,9
2025-02-16,M1,50563.95293483292,0.0,268.69486452731263,50832.64779936024,50832.64779936024,0.0,139.91507641140743,96.19879570675565,530.7431846304415,51363.39098399068,81734.56210803567,81874.47718444707,2045.4446720810324,30.539166666666688,23325.900044462694,18808.58700305657,10615.36173658826,10710.241773208498,4
2025-02-17,M1,50109.72726365362,0.0,0.0,50109.72726365362,50109.72726365362,0.0,0.0,143.01901016140482,959.4367901208522,51069.164053774475,81441.27247959809,81441.27247959809,5560.098342878911,794.4812,21081.57984340759,17035.73106319365,10710.241773208498,10755.073562060164,2
2025-02-18,M1,47331.95278588404,0.0,733.5044789157714,48065.45726479981,48065.45726479981,0.0,521.1361235585982,46.13879046719762,209.97113122346866,48275.42839602328,76981.56365499085,77502.69977854946,1008.4506554358506,38.890194032921045,22998.295484572078,18588.18554835753,10755.073562060164,10800.0,3
2025-02-19,M1,46878.93261528276,0.0,866.5277491609706,47745.460364443716,47745.460364443716,0.0,635.3543521446728,1184.4959436990403,5707.182311264747,53452.64267570846,76421.93545219683,77057.2898043415,1056.67840141638,0.0,23716.925254709568,19411.14529141874,10800.0,10577.293516551113,16
2025-02-20,M1,48019.43607311324,0.0,171.6258909669576,48191.061964080196,48191.061964080196,0.0,88.8263804399025,68.45143864037993,314.6744172954167,48505.73638137561,78335.11857039112,78423.94495083102,2927.4768375989524,0.0,23007.105175974335,18435.31935743522,10577.293516551113,10800.0,2
2025-02-21,M1,18034.80716580144,0.0,52.05443171647916,18086.861597517916,18086.861597517916,0.0,40.25786687932734,0.0,0.0,18086.861597517916,35106.89822351109,35147.15609039042,233.69942323802485,5249.080210669668,21600.60222710205,17496.487803952667,10800.0,10800.0,0
2025-02-22,M1,18050.179063923304,0.0,420.92432133771143,18471.103385261016,18471.103385261016,0.0,262.09239117738025,43.7175949388877,240.74296586051247,18711.84635112153,35074.263925179956,35336.35631635734,341.94106781005775,3123.2051499999975,21421.920053435973,17351.755243283136,10800.0,10800.0,2
2025-02-23,M1,47721.23870570576,0.0,0.0,47721.23870570576,47721.23870570576,0.0,0.0,45.00458955937004,208.10872704018715,47929.34743274594,77842.20725121886,77842.20725121886,2027.2687616460476,0.0,23227.880585354316,18899.79118955546,10800.0,10705.32453842393,3
2025-02-24,M1,46153.11844668689,0.0,361.14838882991967,46514.266835516806,46514.266835516806,0.0,186.91529582585184,68.02218512260299,310.6268213642724,46824.893656881075,75495.56443698567,75682.47973281151,2457.491578459763,760.5988499999997,22337.736617838054,18008.35874503036,10705.32453842393,10800.0,2
2025-02-25,M1,45941.17270369523,0.0,21.853773301114614,45963.02647699634,45963.02647699634,0.0,16.589320041522683,65.42801478012564,290.36124155884823,46253.38771855519,75345.74308566637,75362.33240570789,4345.875892586619,1193.5753032748291,21947.43755716566,17880.45156587242,10800.0,10685.525394924178,3
2025-02-26,M1,43389.22198507951,0.0,2609.6939555919034,45998.915940671424,45998.915940671424,0.0,2146.146533304542,401.2912786602321,1948.490667611663,47947.40660828309,71312.01984827298,73458.16638157752,654.5567924959225,0.0,22563.293104422406,18173.24027001391,10685.525394924178,10800.0,6
2025-02-27,M1,43346.85920118862,0.0,380.2795360966706,43727.1387372853,43727.1387372853,0.0,200.05526433615194,1718.0342444880112,8647.102608174078,52374.24134545938,71251.76211424213,71451.81737857829,1712.6786021971986,262.3258893687163,22306.647007896758,18068.384076396374,10800.0,10800.0,15
2025-02-28,M1,17302.84789203606,0.0,154.04652283554472,17456.894414871607,17456.894414871607,0.0,148.858793869203,193.94921536289803,1009.2979127568277,18466.192327628436,33903.89912697153,34052.75792084074,384.3522850970036,6503.190350000003,21686.95923907456,17620.388287967926,10800.0,10740.054106313857,4
2025-03-01,M1,17453.31592306745,0.0,0.0,17453.31592306745,17453.31592306745,0.0,0.0,191.61444521967422,1031.2898818489039,18484.605804916355,34178.72301349123,34178.72301349123,513.2644691973535,6250.655836083079,20605.78115968666,16658.12993958952,10740.054106313857,10776.223883821276,4
2025-03-02,M1,44859.71316863509,0.0,5456.436923711185,50316.15009234627,50316.15009234627,0.0,2795.3149795134186,433.37613583091894,2590.469871266412,52906.619963612684,74113.16794059305,76908.48292010647,800.3919131807563,0.0,22280.67560995197,18097.515533861995,10776.223883821276,10720.48133959806,7
2025-03-03,M1,46744.564023797786,0.0,1814.828174144224,48559.39219794201,48559.39219794201,0.0,946.8517650019326,462.1490731818502,2701.974238976652,51261.366436918666,76624.16658813115,77571.01835313308,1468.510249352579,104.3053166666665,23739.685902271358,19296.480675309,10720.48133959806,10645.66456796561,8
2025-03-04,M1,45585.96961637681,0.0,109.23932691697776,45695.20894329379,45695.20894329379,0.0,86.03633609394979,285.94725265152704,1668.8404057276607,47364.04934902145,74761.18255449302,74847.21889058698,1209.8322121824438,416.5786672793465,23016.472447145887,18709.17511670251,10645.66456796561,10572.517418505231,9
2025-03-05,M1,44873.13752131622,0.0,122.1647189167482,44995.30224023294,44995.30224023294,0.0,71.05642861292932,464.2469731938895,3025.8922871813616,48021.1945274143,74172.08385954803,74243.14028816097,4074.0155780375094,273.07081150045155,21924.833685425176,17695.004830274953,10572.517418505231,10643.75125730461,8
2025-03-06,M1,42023.763859611405,0.0,2472.9468214508356,44496.71068106222,44496.71068106222,0.0,1355.5299819929842,276.0505258651949,1699.1866952518253,46195.897376314046,69541.25591042556,70896.78589241854,689.6850708131628,599.4014666666665,21465.01373625287,17521.917988782283,10643.75125730461,10493.465854618546,6
2025-03-07,M1,16461.30585299725,0.0,0.0,16461.30585299725,16461.30585299725,0.0,0.0,272.2359671875074,1317.0185273524228,17778.324380349673,32509.37837296015,32509.37837296015,135.5968000467792,7588.980219928896,20729.277151291742,16594.525364453097,10493.465854618546,10711.453774722124,2
2025-03-08,M1,15367.111147758598,0.0,1585.0317209359187,16952.142868694522,16952.142868694522,0.0,1321.255562012363,314.835539489771,1403.8610417126222,18356.003910407144,30381.25116585497,31702.50672786733,147.77093802421507,8746.107483333333,21419.334509096316,17359.010179763427,10711.453774722124,10701.065744282778,7
