date,t,time_end,L_actual_kw,P_act_kw,L_fc_kw,P_fc_kw,m_safety_kw,x_plan_kwh,y_used_kwh,r_purchase_waste_kwh,u_charge_kwh,v_discharge_kwh,e_emergency_kwh,w_pv_waste_kwh,g_pv_used_kwh,E_end_kwh
2025-03-20,1,00:10,3299.0689,0.0,3531.2899583982494,0.0,129.1362575833429,610.071035996932,549.8448166666667,60.22621933026528,0.0,0.0,0.0,0.0,0.0,10800.0
2025-03-20,2,00:20,3421.881,0.0,3499.9346646369872,0.0,129.43781772077602,604.8954137262938,570.3135,34.581913726293806,0.0,0.0,0.0,0.0,0.0,10800.0
2025-03-20,3,00:30,3683.11,0.0,3498.809592981438,0.0,130.3090690775981,604.8531103431726,604.8531103431726,0.0,0.0,8.998556323494086,0.0,0.0,0.0,10790.001604085006
2025-03-20,4,00:40,3476.737,0.0,3518.7491757134308,0.0,130.37997818144763,608.188192315813,590.5654954611044,17.62269685470858,11.109328794437817,0.0,0.0,0.0,0.0,10800.0
2025-03-20,5,00:50,3302.6695,0.0,3494.038602491749,0.0,141.82482942966578,605.9772386535691,550.4449166666666,55.5323219869025,0.0,0.0,0.0,0.0,0.0,10800.0
2025-03-20,6,01:00,3426.94,0.0,3451.383079067516,0.0,149.84116127757534,600.2040400575152,571.1566666666666,29.04737339084852,0.0,0.0,0.0,0.0,0.0,10800.0
2025-03-20,7,01:10,3609.5343,0.0,3429.27421883212,0.0,124.80791132852224,592.3470216934403,592.3470216934403,0.0,0.0,9.242028306559632,0.0,0.0,0.0,10789.731079659377
2025-03-20,8,01:20,3668.9025,0.0,3401.4950500683835,0.0,105.33986207197648,584.4724853567266,584.4724853567266,0.0,0.0,27.01126464327342,0.0,0.0,0.0,10759.718563389073
2025-03-20,9,01:30,3589.3,0.0,3348.130564135422,0.0,117.30265925370082,577.5722038981871,577.5722038981871,0.0,0.0,20.64446276847957,0.0,0.0,0.0,10736.780271424095
2025-03-20,10,01:40,3503.6157,0.0,3398.2659777895838,0.0,130.13821769334058,588.0673659138207,588.0673659138207,0.0,4.131415913820774,0.0,0.0,0.0,0.0,10740.498545746534
