date,model,base_cost_yuan,breach_cost_yuan,overbuy_cost_yuan,grid_cost_yuan,two_way_grid_cost_yuan,reversal_gap_yuan,adjusted_kwh,emergency_kwh,emergency_cost_yuan,total_cost_yuan,planned_purchase_kwh,final_commitment_kwh,unused_plan_kwh,curtailed_pv_kwh,charge_kwh,discharge_kwh,start_soc_kwh,end_soc_kwh,emergency_slots
2025-02-01,M1,17800.539469733565,0.0,0.0,17800.539469733565,17800.539469733565,0.0,0.0,0.0,0.0,17800.539469733565,42406.38181808361,42406.38181808361,1515.4744230520664,2728.66626054171,19834.628870405046,16050.563669248544,10782.793649133842,10800.0,0
2025-02-02,M1,61919.971285634594,0.0,0.0,61919.971285634594,61919.971285634594,0.0,0.0,0.0,0.0,61919.971285634594,89276.88190848989,89276.88190848989,6353.615774907853,0.0,24036.77991358968,19469.791730007637,10800.0,10800.0,0
2025-02-03,M1,62560.75624111686,0.0,145.08815794328805,62705.84439906015,62705.84439906015,0.0,81.2955443174136,84.49097392999192,502.636803909522,63208.48120296968,88499.91546007467,88581.21100439207,4128.265531411483,0.0,22739.57866795051,18419.058721039917,10800.0,10800.0,1
2025-02-04,M1,62283.08059338163,0.0,15.972838265216552,62299.05343164685,62299.05343164685,0.0,8.510155647797205,29.274624578576617,167.49366789591897,62466.54709954277,88353.02787339833,88361.53802904613,2489.0443551892167,0.0,25301.98099242024,20595.076643984743,10800.0,10688.364399861839,2
2025-02-05,M1,58273.61681050137,0.0,2228.5664036000016,60502.18321410139,60502.18321410139,0.0,1492.0506296895162,1165.2372304007981,6601.584816996769,67103.76803109815,83762.48084630526,85254.53147599477,955.9999584024858,0.0,24497.160859393596,19781.819094733837,10688.364399861839,10756.010179167362,9
2025-02-06,M1,59940.140149277046,0.0,869.1023232796445,60809.242472556725,60809.242472556725,0.0,510.3964603157141,221.84822127753807,1223.093316534324,62032.33578909105,85645.24303972442,86155.63950004012,1505.8162083594366,0.0,24762.399955286855,20161.785658995286,10756.010179167362,10640.186073375215,7
2025-02-07,M1,15692.968072257416,0.0,160.9797198741719,15853.947792131588,15853.947792131588,0.0,126.67588910463638,630.817381875307,2750.6350056043057,18604.582797735893,38108.178416586874,38234.85430569151,305.32762752502447,2868.5019326065785,20542.376077934754,16656.2136171662,10640.186073375215,10621.420524442934,6
2025-02-08,M1,13585.723472187281,0.0,2347.7215268500995,15933.444999037383,15933.444999037383,0.0,2118.0942462094517,655.1459639455383,3218.9435436233052,19152.388542660687,34065.59432982153,36183.68857603098,42.94300139581094,988.8823666666668,22166.2187864919,17936.37233124452,10621.420524442934,10641.714842013964,6
2025-02-09,M1,54476.798229695996,0.0,5111.10241846531,59587.90064816131,59587.90064816131,0.0,3554.0506324574735,1161.8084726562272,6478.459447561478,66066.36009572279,79873.93808304917,83427.98871550665,239.3544796445993,0.0,25238.704978081852,20443.67823623024,10641.714842013964,10641.351282031814,14
2025-02-10,M1,54705.23428526146,0.0,587.527931650067,55292.76221691155,55292.76221691155,0.0,388.3783191299069,244.77357133285358,1348.38106748857,56641.14328440012,81377.1700060562,81765.54832518613,3450.720432099258,127.33024999999998,22011.231805535765,17905.598174449377,10641.351282031814,10556.35082429247,8
2025-02-11,M1,54330.6943517566,0.0,371.18081284949096,54701.87516460609,54701.87516460609,0.0,246.92307269735448,1101.7414578628648,6151.324111340505,60853.199275946594,80590.37889120453,80837.30196390187,1967.4286525210446,0.0,24393.367641834717,19642.35000592434,10556.35082429247,10685.54836202778,14
2025-02-12,M1,54987.70583077072,0.0,287.4996781423737,55275.20550891309,55275.20550891309,0.0,158.13465606729528,255.44098707553337,1433.3213466221682,56708.52685553526,81602.54553166399,81760.68018773128,2012.7720279420491,58.95943333333321,24464.259880750895,19786.606300552783,10685.54836202778,10718.264142978267,9
2025-02-13,M1,54326.42798338135,0.0,226.92419801542243,54553.352181396745,54553.352181396745,0.0,151.24933296378947,58.99765095499511,326.937073697702,54880.289255094445,81223.98457824509,81375.23391120888,5614.638495192305,328.66342587469626,21515.201858477187,17353.75123404697,10718.264142978267,10800.0,2
