date,t,time_end,L_actual_kw,P_act_kw,R_reserve_kwh,x_plan_kwh,x_final_kwh,u_charge_kwh,v_discharge_kwh,e_emergency_kwh,E_end_kwh
2025-03-20,1,0:10,3299.0689,0.0,948.9385347109163,588.8857389609852,588.8857389609852,0.0,0.0,0.0,10800.0
2025-03-20,2,0:20,3421.881,0.0,948.9385347109163,583.8888390218841,583.8888390218841,0.0,0.0,0.0,10800.0
2025-03-20,3,0:30,3683.11,0.0,948.9385347109163,583.1476134501797,583.1476134501797,0.0,30.704053216486955,0.0,10765.884385315014
2025-03-20,4,0:40,3476.737,0.0,948.9385347109163,585.9115625654279,585.9115625654279,6.455395898761253,0.0,0.0,10771.694241623898
2025-03-20,5,0:50,3302.6695,0.0,948.9385347109163,581.2203967761437,581.2203967761437,30.775480109477144,0.0,0.0,10799.392173722428
2025-03-20,6,1:00,3426.94,0.0,948.9385347109163,573.7675564277387,573.7675564277387,0.6753625306353367,0.0,0.0,10800.0
2025-03-20,7,1:10,3609.5343,0.0,948.9385347109163,569.6538726130968,569.6538726130968,0.0,31.935177386903092,0.0,10764.516469570108
2025-03-20,8,1:20,3668.9025,0.0,948.9385347109163,564.6192150592404,564.6192150592404,0.0,46.86453494075954,0.0,10712.444764080376
2025-03-20,9,1:30,3589.3,0.0,948.9385347109163,555.9789279934473,555.9789279934473,0.0,42.23773867321938,0.0,10665.513943332355
2025-03-20,10,1:40,3503.6157,0.0,948.9385347109163,565.1437525509273,565.1437525509273,0.0,18.79219744907266,0.0,10644.633723944497
2025-03-20,11,1:50,3545.9703,0.0,948.9385347109163,585.3322496055578,585.3322496055578,0.0,5.662800394442229,0.0,10638.341723506228
2025-03-20,12,2:00,3590.66,0.0,948.9385347109163,598.1521102583808,598.1521102583808,0.0,0.29122307495242694,0.0,10638.018142311836
2025-03-20,13,2:10,3395.9017,0.0,948.9385347109163,585.859749265927,585.859749265927,19.87613259926036,0.0,0.0,10655.90666165117
2025-03-20,14,2:20,3276.7246,0.0,948.9385347109163,572.2582814800978,572.2582814800978,26.137514813431153,0.0,0.0,10679.430424983258
2025-03-20,15,2:30,3394.28,0.0,948.9385347109163,574.9961776959955,574.9961776959955,9.282844362662104,0.0,0.0,10687.784984909655
2025-03-20,16,2:40,3587.5594,0.0,948.9385347109163,590.558945574717,590.558945574717,0.0,7.3676210919496725,0.0,10679.598739251933
2025-03-20,17,2:50,3605.7268,0.0,948.9385347109163,603.2798218550572,603.2798218550572,2.325355188390631,0.0,0.0,10681.691558921484
2025-03-20,18,3:00,3522.79,0.0,948.9385347109163,598.5863393775032,598.5863393775032,11.454672710836576,0.0,0.0,10692.000764361237
2025-03-20,19,3:10,3631.2618,0.0,948.9385347109163,581.9040752625817,581.9040752625817,0.0,23.306224737418233,0.0,10666.10495909744
2025-03-20,20,3:20,3731.3543,0.0,948.9385347109163,573.3349657326472,573.3349657326472,0.0,48.55741760068611,0.0,10612.152272874455
2025-03-20,21,3:30,3721.01,0.0,948.9385347109163,582.6715203745248,582.6715203745248,0.0,37.496812958808505,0.0,10570.489147364668
2025-03-20,22,3:40,3699.7385,0.0,948.9385347109163,601.4600050945701,601.4600050945701,0.0,15.163078238763205,0.0,10553.641282654931
2025-03-20,23,3:50,3674.7825,0.0,948.9385347109163,592.6943160967573,592.6943160967573,0.0,19.769433903242543,0.0,10531.675244984663
2025-03-20,24,4:00,3623.58,0.0,948.9385347109163,580.2015094143155,580.2015094143155,0.0,23.728490585684426,0.0,10505.310255445012
2025-03-20,25,4:10,3538.7697,0.0019,948.9385347109163,602.9225166996786,602.9225166996786,13.127883366345259,0.0,0.0,10517.125350474724
2025-03-20,26,4:20,3488.7843,0.0,948.9385347109163,606.9836926869734,606.9836926869734,25.519642686973498,0.0,0.0,10540.093028893
2025-03-20,27,4:30,3513.51,0.0,948.9385347109163,585.2392846759792,585.2392846759792,0.0,0.34571532402082994,0.0,10539.708900755199
2025-03-20,28,4:40,3598.3779,0.0271,948.9385347109163,595.5054915624014,595.5054915624014,0.0,4.219641770931958,0.0,10535.020409898607
2025-03-20,29,4:50,3700.4359,0.0,948.9385347109163,607.8527427183966,607.8527427183966,0.0,8.886573948269984,0.0,10525.146438844973
2025-03-20,30,5:00,3753.57,0.0,948.9385347109163,604.7680574049721,604.7680574049721,0.0,20.82694259502796,0.0,10502.005391517165
2025-03-20,31,5:10,3716.9811,0.3776,948.9385347109163,594.3958413619588,594.3958413619588,0.0,25.03807530470783,0.0,10474.185307845268
2025-03-20,32,5:20,3707.0664,0.0,948.9385347109163,593.9855231401998,593.9855231401998,0.0,23.858876859800148,0.0,10447.675444667711
2025-03-20,33,5:30,3642.69,0.0,948.9385347109163,599.6069469539701,599.6069469539701,0.0,7.508053046029886,0.0,10439.333163505456
2025-03-20,34,5:40,3457.8398,5.2594,948.9385347109163,598.2020651910227,598.2020651910227,22.771998524356036,0.0,0.0,10459.827962177376
2025-03-20,35,5:50,4028.7787,0.0,948.9385347109163,684.7318748536616,684.7318748536616,13.268758186995,0.0,0.0,10471.769844545672
2025-03-20,36,6:00,4962.09,0.0,948.9385347109163,0.0,0.0,0.0,827.015,0.0,9552.864288990117
2025-03-20,37,6:10,4905.1198,153.4202,948.9385347109163,0.0,0.0,0.0,791.9499333333334,0.0,8672.919918619746
2025-03-20,38,6:20,4660.8239,401.044,948.9385347109163,0.0,0.0,0.0,709.9633166666667,0.0,7884.071788990116
2025-03-20,39,6:30,4703.75,675.525,948.9385347109163,0.0,0.0,0.0,671.3708333333333,0.0,7138.104196397524
2025-03-20,40,6:40,4726.9008,952.6316,948.9385347109163,0.0,0.0,0.0,629.0448666666667,0.0,6439.165455656783
2025-03-20,41,6:50,4819.4733,1302.5378,948.9385347109163,0.0,0.0,0.0,586.1559166666666,0.0,5787.881103804931
2025-03-20,42,7:00,4880.33,1693.2375,948.9385347109163,0.0,38.5632356594715,0.0,492.61884767386186,0.0,5240.526828611751
2025-03-20,43,7:10,4689.3761,2009.9231,948.9385347109163,199.44395354296654,431.1740181769061,0.0,15.401481823093945,0.0,5223.4140710305355
2025-03-20,44,7:20,4713.3646,2305.9149,948.9385347109163,377.0511527222253,386.1816650475221,0.0,15.059951619144499,0.0,5206.6807914537085
2025-03-20,45,7:30,4827.2,2609.7375,948.9385347109163,340.1408251696373,349.8705440360253,0.0,19.706539297307927,0.0,5184.784636678922
2025-03-20,46,7:40,4578.156,2894.0148,948.9385347109163,262.2195852256873,1105.8769321235077,825.1867321235076,0.0,0.0,5927.452695590078
2025-03-20,47,7:50,5187.0368,3179.5684,948.9385347109163,0.0,0.0,0.0,334.5780666666667,0.0,5555.699288182671
2025-03-20,48,8:00,6405.59,3476.5125,948.9385347109163,0.0,0.0,0.0,488.1795833333334,0.0,5013.277528923411
2025-03-20,49,8:10,6658.0486,3761.2255,948.9385347109163,0.0,0.0,0.0,482.8038499999999,0.0,4476.828806701189
2025-03-20,50,8:20,6606.6001,3976.3717,948.9385347109163,0.0,0.0,0.0,438.3713999999999,0.0,3989.749473367856
2025-03-20,51,8:30,6687.27,4220.325,948.9385347109163,0.0,0.0,0.0,411.15750000000014,0.0,3532.907806701189
2025-03-20,52,8:40,6649.776,4653.7429,948.9385347109163,0.0,0.0,0.0,332.6721833333331,0.0,3163.27204744193
2025-03-20,53,8:50,6705.5335,5037.5027,948.9385347109163,0.0,0.0,0.0,278.00513333333333,0.0,2854.3774548493375
2025-03-20,54,9:00,6757.81,5180.8875,948.9385347109163,0.0,0.0,0.0,262.8204166666668,0.0,2562.354769664152
