date,t,time_end,L_actual_kw,P_act_kw,L_fc_kw,P_fc_kw,x_plan_kwh,y_used_kwh,r_purchase_waste_kwh,u_charge_kwh,v_discharge_kwh,e_emergency_kwh,w_pv_waste_kwh,g_pv_used_kwh,E_end_kwh,physical_slot0,decision_date,plan_slot0,price_actual,total_cost_yuan,period_start,period_end,L_commit_fc_kw,P_commit_fc_kw,forecast_issue_hour,x0_kwh,x3_kwh,price_fc,E_start_kwh
2025-02-01,1,00:10,2532.1822,0,2629.52056457,0,1214.43037775,1214.43037775,0,792.400011083,0,0,0,0,10542.5882773,0,2025-01-31,143,0.3281,398.45460694,00:00,00:10,2286.5822665,0,0,1214.43037775,1214.43037775,0.334749756833,9829.42826737
2025-02-01,2,00:20,2492.4439,0,2602.70140236,0,433.783567061,433.783567061,0,18.3762503939,0,0,0,0,10559.1269027,1,2025-02-01,0,0.3257,141.283307792,00:10,00:20,2602.70140236,0,0,433.783567061,433.783567061,0.345134678453,10542.5882773
2025-02-01,3,00:30,2464.3,0,2584.99405867,0,733.068429046,678.353441445,54.7149876007,267.636774778,0,0,0,0,10800,2,2025-02-01,1,0.3041,222.926109273,00:20,00:30,2584.99405867,0,0,733.068429046,733.068429046,0.303659444448,10559.1269027
2025-02-01,4,00:40,2581.7688,0,2701.64063453,0,450.273439088,430.2948,19.9786390882,0,0,0,0,0,10800,3,2025-02-01,2,0.3126,140.755477059,00:30,00:40,2701.64063453,0,0,450.273439088,450.273439088,0.314674055574,10800
2025-02-01,5,00:50,2546.4635,0,2829.88882034,0,471.648136723,424.410583333,47.2375533894,0,0,0,0,0,10800,4,2025-02-01,3,0.3286,154.983577727,00:40,00:50,2829.88882034,0,0,471.648136723,471.648136723,0.349863931703,10800
2025-02-01,6,01:00,2436.31,0,2864.70483179,0,477.450805299,406.051666667,71.399138632,0,0,0,0,0,10800,5,2025-02-01,4,0.3438,164.147586862,00:50,01:00,2864.70483179,0,0,477.450805299,477.450805299,0.367591605399,10800
2025-02-01,7,01:10,2620.5011,0,2797.72325138,0,466.287208563,436.750183333,29.5370252293,0,0,0,0,0,10800,6,2025-02-01,5,0.3704,172.712782052,01:00,01:10,2797.72325138,0,0,466.287208563,466.287208563,0.357127768123,10800
2025-02-01,8,01:20,2710.7861,0,2684.83003462,0,447.471672437,447.471672437,0,0,4.32601089608,0,0,0,10795.1933212,7,2025-02-01,6,0.3746,167.622888495,01:10,01:20,2684.83003462,0,0,447.471672437,447.471672437,0.343861156446,10800
2025-02-01,9,01:30,2676.48,0,2644.59492605,0,440.765821008,440.765821008,0,0,5.31417899225,0,0,0,10789.2886779,8,2025-02-01,7,0.3606,158.940155055,01:20,01:30,2644.59492605,0,0,440.765821008,440.765821008,0.345963986438,10795.1933212
2025-02-01,10,01:40,2830.598,0,2777.02099021,0,462.836831702,462.836831702,0,0,8.92950163152,0,0,0,10779.3670094,9,2025-02-01,8,0.3582,165.788153116,01:30,01:40,2777.02099021,0,0,462.836831702,462.836831702,0.357671062773,10789.2886779
2025-02-01,11,01:50,2688.1558,0,2922.17832806,0,487.029721343,470.951511753,16.0782095901,22.9255450862,0,0,0,0,10800,10,2025-02-01,9,0.3041,148.10573826,01:40,01:50,2922.17832806,0,0,487.029721343,487.029721343,0.344657858279,10779.3670094
2025-02-01,12,02:00,2384.42,0,2954.33654329,0,492.389423881,397.403333333,94.986090548,0,0,0,0,0,10800,11,2025-02-01,10,0.2537,124.919196839,01:50,02:00,2954.33654329,0,0,492.389423881,492.389423881,0.31735402456,10800
2025-02-01,13,02:10,2604.5438,0,2888.5765989,0,481.429433151,434.090633333,47.3387998174,0,0,0,0,0,10800,12,2025-02-01,11,0.3346,161.086288332,02:00,02:10,2888.5765989,0,0,481.429433151,481.429433151,0.32288532362,10800
2025-02-01,14,02:20,2943.3655,0,2894.77041178,0,482.461735297,482.461735297,0,0,8.09918136998,0,0,0,10791.0009096,13,2025-02-01,12,0.3971,191.585555086,02:10,02:20,2894.77041178,0,0,482.461735297,482.461735297,0.348023980323,10800
2025-02-01,15,02:30,3019.32,0,2961.2133806,0,493.535563433,493.535563433,0,0,9.68443656685,0,0,0,10780.2404245,14,2025-02-01,13,0.367,181.12755178,02:20,02:30,2961.2133806,0,0,493.535563433,493.535563433,0.365667769524,10791.0009096
2025-02-01,16,02:40,2844.4369,0,2930.746145,0,488.457690833,488.457690833,0,14.3848741663,0,0,0,0,10793.1868113,15,2025-02-01,14,0.3185,155.57377453,02:30,02:40,2930.746145,0,0,488.457690833,488.457690833,0.361490053457,10780.2404245
2025-02-01,17,02:50,2768.3064,0,2933.74352444,0,488.957254074,468.954609706,20.0026443673,7.57020970629,0,0,0,0,10800,16,2025-02-01,15,0.3285,160.622457963,02:40,02:50,2933.74352444,0,0,488.957254074,488.957254074,0.364991969608,10793.1868113
2025-02-01,18,03:00,2861.65,0,3007.38416832,0,501.23069472,476.941666667,24.2890280529,0,0,0,0,0,10800,17,2025-02-01,16,0.3772,189.064218048,02:50,03:00,3007.38416832,0,0,501.23069472,501.23069472,0.382884502527,10800
2025-02-01,19,03:10,2900.3973,0,3039.16514443,0,506.527524072,483.39955,23.1279740722,0,0,0,0,0,10800,18,2025-02-01,17,0.3815,193.240250434,03:00,03:10,3039.16514443,0,0,506.527524072,506.527524072,0.392710921528,10800
2025-02-01,20,03:20,2919.6115,0,2990.77742009,0,498.462903348,486.601916667,11.8609866817,0,0,0,0,0,10800,19,2025-02-01,18,0.3822,190.51252166,03:10,03:20,2990.77742009,0,0,498.462903348,498.462903348,0.389437126154,10800
2025-02-01,21,03:30,2993.09,0,2911.86986428,0,485.311644046,485.311644046,0,0,13.5366892874,0,0,0,10784.9592341,20,2025-02-01,19,0.3962,192.280473371,03:20,03:30,2911.86986428,0,0,485.311644046,485.311644046,0.384424194657,10800
2025-02-01,22,03:40,3109.8584,0,2912.27369791,0,485.378949652,485.378949652,0,0,32.9307836813,0,0,0,10748.3694745,21,2025-02-01,20,0.3879,188.27849457,03:30,03:40,2912.27369791,0,0,485.378949652,485.378949652,0.391460168961,10784.9592341
2025-02-01,23,03:50,3054.8008,0,3063.02058839,0,510.503431399,510.503431399,0,1.36996473244,0,0,0,0,10749.6024427,22,2025-02-01,21,0.3405,173.826418391,03:40,03:50,3063.02058839,0,0,510.503431399,510.503431399,0.388147104839,10748.3694745
2025-02-01,24,04:00,2901.7,0,3214.20086193,0,535.700143656,535.700143656,0,52.0834769889,0,0,0,0,10796.477572,23,2025-02-01,22,0.3164,169.495525453,03:50,04:00,3214.20086193,0,0,535.700143656,535.700143656,0.376765583377,10749.6024427
2025-02-01,25,04:10,2947.1208,0,3127.55558244,0,521.259263739,495.100608857,26.1586548822,3.91380885732,0,0,0,0,10800,24,2025-02-01,23,0.3916,204.12512768,04:00,04:10,3127.55558244,0,0,521.259263739,521.259263739,0.38248353301,10796.477572
2025-02-01,26,04:20,3027.8717,0,3043.98893481,0,507.331489135,504.645283333,2.68620580215,0,0,0,0,0,10800,25,2025-02-01,24,0.4109,208.462508886,04:10,04:20,3043.98893481,0,0,507.331489135,507.331489135,0.387350815166,10800
