date,grid_cost_yuan,base_cost_yuan,breach_cost_yuan,overbuy_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_kwh,start_soc_kwh,end_soc_kwh
2025-01-01,85573.75922093127,50493.190354596176,0.0,35080.5688663351,46034.28745937657,131608.04668030783,7093.212859283347,6000.0,10605.731392244497
2025-01-02,79240.95854019889,77482.84811345533,1673.7461157663536,84.36431097720971,0.0,79240.95854019889,0.0,10605.731392244497,10264.39385747865
2025-01-03,53560.56200511644,46248.17224869786,7312.3897564185645,5.854491291756857e-12,0.0,53560.56200511644,0.0,10264.39385747865,10800.0
2025-01-04,30815.084216021245,28721.980486698718,2093.103729322507,1.7265574570046737e-11,0.0,30815.084216021245,0.0,10800.0,10800.0
2025-01-05,74484.05163636696,28646.60849712675,5.518359103007242e-14,45837.443139240204,115662.13834433346,190146.18998070044,17901.759310056543,10800.0,8919.55836794602
2025-01-06,77891.80554595671,58555.49556560972,44.222614796130784,19292.087365550855,25930.28559355522,103822.09113951193,3687.037521763739,8919.55836794602,10090.521406647356
2025-01-07,78025.91652459436,71589.64367272845,79.54839870580265,6356.724453160118,175.22066284598907,78201.13718744034,25.248725794983443,10090.521406647356,10306.218131878933
2025-01-08,77405.37919873497,73831.0538362056,3574.325362529362,9.844967507888214e-12,0.0,77405.37919873497,0.0,10306.218131878933,10554.380860446072
2025-01-09,76433.18083694752,74779.08415557622,986.8240935185364,667.2725878527716,71.07577370877132,76504.25661065629,9.593814363065576,10554.380860446072,10321.745611515027
2025-01-10,25755.221601282614,22188.4673628529,1580.6227342800244,1986.1315041496887,459.228201525006,26214.44980280762,94.54696666666791,10321.745611515027,10800.0
2025-01-11,23750.26871538016,22151.918753274273,654.6275789849144,943.7223831209736,359.90394062079486,24110.172656000956,74.5428265508624,10800.0,10181.832357553341
2025-01-12,78167.95466266747,73660.42936306988,1193.0725185041474,3314.4527810934355,0.0,78167.95466266747,0.0,10181.832357553341,10800.0
2025-01-13,72517.16465846027,70603.9319740629,1625.4746971157363,287.7579872816449,55.26052476751235,72572.42518322778,7.560613595226755,10800.0,9919.132925391497
2025-01-14,73791.83308001935,71725.5606964273,533.2872338511819,1532.98514974087,274.05726080947477,74065.89034082883,42.5430954973401,9919.132925391497,9917.519198183463
2025-01-15,74463.21751307404,71304.28879549306,276.79261159240315,2882.136105988563,1473.462800688471,75936.68031376251,193.44482890832134,9917.519198183463,10685.432872072397
2025-01-16,71920.39030249981,69087.74780305478,895.6107478529482,1937.031751592086,2012.3388431462718,73932.72914564608,277.72661549174586,10685.432872072397,9961.504200713935
2025-01-17,22144.782263778656,21642.06609345917,502.71617031947187,1.3836829282354301e-11,490.03349631218964,22634.815760090845,126.4035907592136,9961.504200713935,9861.561632128023
2025-01-18,23192.03146560937,21649.7170280803,670.936260009983,871.3781775190855,0.0,23192.03146560937,0.0,9861.561632128023,9976.424845205278
2025-01-19,71918.31669732477,68877.7467854096,225.16842419126306,2815.401487723912,2183.9296485114073,74102.24634583617,313.1780136437053,9976.424845205278,9956.375805794267
2025-01-20,70262.32864991951,69528.76913757283,511.5299870214938,222.0295253251798,3501.5665801432388,73763.89523006274,500.20811448482436,9956.375805794267,10185.192097693462
2025-01-21,67306.26823229966,65029.9944552965,1687.8551496668013,588.418627336349,0.0,67306.26823229966,0.0,10185.192097693462,10351.173685238395
2025-01-22,70553.51271166667,69221.25572948283,124.14237687454371,1208.1146053092996,2663.2716804623597,73216.78439212903,434.40918216949945,10351.173685238395,9851.166674816819
2025-01-23,73872.07231013622,68523.13831861992,341.2591814671556,5007.674810049146,917.754709056079,74789.82701919231,134.50058999175707,9851.166674816819,10067.443690830843
2025-01-24,20195.886784285616,19378.79904258901,271.2519251636458,545.8358165329633,0.0,20195.886784285616,0.0,10067.443690830843,10078.395862686899
2025-01-25,20423.301876582398,19401.558148138018,236.18201827310074,785.5617101712821,348.55765603024076,20771.859532612638,75.77764580404993,10078.395862686899,10094.021648449412
2025-01-26,71378.73766172699,69023.8333264762,804.7721491895808,1550.1321860612024,37.20134989062942,71415.93901161762,5.216117483262678,10094.021648449412,10110.681935471302
2025-01-27,66692.31423777108,64371.1437549061,682.5725950344964,1638.5978878304777,0.0,66692.31423777108,0.0,10110.681935471302,10582.993274568136
2025-01-28,68507.94351049581,64581.31452966245,452.8539721356935,3473.7750086976666,1741.179781313821,70249.12329180964,252.93069235009568,10582.993274568136,9977.804130386878
2025-01-29,64352.06272863954,60921.97869253575,1259.064010126316,2171.020025977477,363.74456893333365,64715.80729757287,52.47143333333338,9977.804130386878,10389.695213163368
2025-01-30,65315.67689666624,62830.319809250526,165.12235310893035,2320.234734306791,3243.6116587291826,68559.28855539543,490.46215044975696,10389.695213163368,9985.677744575098
2025-01-31,19474.406923021867,17976.274786094258,120.6919744625849,1377.4401624650234,30.294722903240228,19504.701645925106,7.5680047222683555,9985.677744575098,10059.75626218323
2025-02-01,17542.610742634795,16637.163532308736,620.0896269227625,285.3575834032961,663.3868474270297,18205.997590061826,158.19554509762062,10059.75626218323,9937.283355571071
2025-02-02,60417.66369133255,58202.80168956363,1765.21445575996,449.6475460089571,524.5117853753189,60942.17547670787,88.55357242480716,9937.283355571071,10093.886030653324
2025-02-03,62585.9054322286,59267.57862239765,1801.1660148204348,1517.1607950105235,1156.0722576999399,63741.97768992854,210.64267946702665,10093.886030653324,10202.815494454802
2025-02-04,64530.71200040396,60538.91452348419,1626.4125162630853,2365.3849606566773,263.5418603095867,64794.25386071355,48.84071149610029,10202.815494454802,10631.164093400475
2025-02-05,60529.44138315704,57479.61981929273,323.88483089207824,2725.9367329722336,4635.207049222489,65164.64843237953,803.6186966852957,10631.164093400475,10006.010179167364
2025-02-06,61766.80167046974,58275.904577826856,1327.5311072394372,2163.36598540344,1211.4499778722204,62978.25164834196,215.65898220568675,10006.010179167364,9891.010564302165
2025-02-07,16419.805295023783,16090.729415767935,212.3328886383949,116.7429906174545,2719.7660603895265,19139.57135541331,633.0102987415355,9891.010564302165,10611.418671538082
