date,t,time_end,L_actual_kw,P_act_kw,L_fc_kw,P_fc_kw,m_safety_kw,x_plan_kwh,y_used_kwh,r_purchase_waste_kwh,u_charge_kwh,v_discharge_kwh,e_emergency_kwh,w_pv_waste_kwh,g_pv_used_kwh,E_end_kwh
2025-02-01,1,00:10,2532.1822,0.0,2629.5205645666315,0.0,73.29902658105749,450.46993185794815,422.0303666666667,28.439565191281474,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,2,00:20,2492.4439,0.0,2602.7014023633865,0.0,57.8881867800491,443.4315981905726,415.4073166666667,28.02428152390587,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,3,00:30,2464.3,0.0,2584.9940586744638,0.0,72.7226385645003,442.9527828731607,410.7166666666667,32.23611620649399,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,4,00:40,2581.7688,0.0,2701.6406345293503,0.0,108.59683997532183,468.3729124174454,430.29479999999995,38.078112417445425,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,5,00:50,2546.4635,0.0,2829.888820336231,0.0,154.5627169273418,497.40858954392877,424.4105833333333,72.99800621059546,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,6,01:00,2436.31,0.0,2864.70483179224,0.0,171.43677456621117,506.02360105974185,406.0516666666666,99.97193439307523,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,7,01:10,2620.5011,0.0,2797.723251375572,0.0,126.79282937108647,487.4193467911098,436.7501833333333,50.66916345777645,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,8,01:20,2710.7861,0.0,2684.8300346235287,0.0,98.14592766006302,463.8293270472653,451.7976833333333,12.031643713931999,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,9,01:30,2676.48,0.0,2644.5949260465177,0.0,136.6735902577398,463.54475271737624,446.08,17.464752717376257,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,10,01:40,2830.598,0.0,2777.0209902109063,0.0,148.31185817161293,487.55547473041986,471.7663333333333,15.789141397086553,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,11,01:50,2688.1558,0.0,2922.1783280579702,0.0,133.07615150104115,509.2090799265019,448.02596666666665,61.18311325983524,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,12,02:00,2384.42,0.0,2954.3365432877035,0.0,147.4120514653105,516.9580991255023,397.4033333333333,119.55476579216895,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,13,02:10,2604.5438,0.0,2888.5765989042816,0.0,144.80222475196305,505.5631372760407,434.0906333333333,71.47250394270742,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,14,02:20,2943.3655,0.0,2894.770411780118,0.0,132.48867621762548,504.54318133295726,490.5609166666666,13.982264666290632,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,15,02:30,3019.32,0.0,2961.213380598916,0.0,109.97827499942035,511.865275933056,503.22,8.645275933055984,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,16,02:40,2844.4369,0.0,2930.746144998051,0.0,73.00003025656905,500.62436254243664,474.07281666666665,26.55154587576999,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,17,02:50,2768.3064,0.0,2933.7435244415415,0.0,80.2924336974149,502.3393263564927,461.38439999999997,40.954926356492706,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,18,03:00,2861.65,0.0,3007.3841683171127,0.0,116.02796551382622,520.5686889718231,476.94166666666666,43.62702230515646,0.0,0.0,0.0,0.0,0.0,10800.0
