date,model,base_cost_yuan,breach_cost_yuan,overbuy_cost_yuan,grid_cost_yuan,two_way_grid_cost_yuan,reversal_gap_yuan,adjusted_kwh,emergency_kwh,emergency_cost_yuan,total_cost_yuan,planned_purchase_kwh,final_commitment_kwh,unused_plan_kwh,curtailed_pv_kwh,charge_kwh,discharge_kwh,start_soc_kwh,end_soc_kwh,emergency_slots
2025-02-01,M1,17800.539536825174,0.0,0.0,17800.539536825174,17800.539536825174,0.0,0.0,0.0,0.0,17800.539536825174,42406.381925072856,42406.381925072856,1515.4745429047148,2728.66626054171,19834.628802702933,16050.563614409833,10782.793649133842,10800.0,0
2025-02-02,M1,61919.97138931254,0.0,0.0,61919.97138931254,61919.97138931254,0.0,0.0,0.0,0.0,61919.97138931254,89276.88202723989,89276.88202723989,6353.6159124721535,0.0,24036.779814567042,19469.791649799303,10800.0,10800.0,0
2025-02-03,M1,62560.756350587115,0.0,145.08815794328825,62705.844508530405,62705.844508530405,0.0,81.29554431741371,84.49090827342616,502.6364133186122,63208.48092184902,88499.91558886255,88581.21113317995,4128.265597010892,0.0,22739.57865496053,18419.05871051803,10800.0,10800.0,1
2025-02-04,M1,62283.08069768041,0.0,15.972847814481451,62299.05354549489,62299.05354549489,0.0,8.510155647797205,29.274560853085198,167.49329226600977,62466.5468377609,88353.02799839833,88361.53815404612,2489.044418859233,0.0,25301.980979812317,20595.076633772325,10800.0,10688.364399861839,2
2025-02-05,M1,58273.616912266414,0.0,2228.566322155706,60502.18323442213,60502.18323442213,0.0,1492.0505720506214,1165.2371684960376,6601.584411489638,67103.76764591176,83762.48096773383,85254.53153978445,955.9999584024858,0.0,24497.16086931423,19781.819102769554,10688.364399861839,10756.010179167362,9
2025-02-06,M1,59940.14025258655,0.0,869.1023139358946,60809.24256652247,60809.24256652247,0.0,510.39646031571414,221.848161092353,1223.0929648421948,62032.33553136467,85645.24315777997,86155.63961809568,1505.8162707546498,0.0,24762.399931471893,20161.785639705166,10756.010179167362,10640.186073375215,7
2025-02-07,M1,15692.968140477164,0.0,160.9797198741714,15853.947860351334,15853.947860351334,0.0,126.67588910463598,630.8173233167486,2750.634709561513,18604.582569912847,38108.17853145175,38234.85442055638,305.32762752502447,2868.5019977179873,20542.376031592117,16656.21357962866,10640.186073375215,10621.420524442934,6
2025-02-08,M1,13585.723537967326,0.0,2347.721467331347,15933.445005298678,15933.445005298678,0.0,2118.0941913848883,655.1459069279947,3218.9433000158506,19152.38830531453,34065.594441663634,36183.68863304853,42.94300139581094,988.8823666666668,22166.2187864919,17936.37233124452,10621.420524442934,10641.714842013964,6
2025-02-09,M1,54476.79832251331,0.0,5111.102348169084,59587.9006706824,59587.9006706824,0.0,3554.0505807302607,1161.8084171006717,6478.459079505923,66066.35975018832,79873.93819202353,83427.9887727538,239.3544796445993,0.0,25238.704986984987,20443.67824344178,10641.714842013964,10641.351282031814,14
2025-02-10,M1,54705.23437706976,0.0,587.52793165007,55292.76230871985,55292.76230871985,0.0,388.3783191299085,244.77351716618608,1348.3807137531476,56641.143022473,81377.17011230621,81765.54843143612,3450.7204923273107,127.33024999999998,22011.231762668824,17905.598139727153,10641.351282031814,10556.35082429247,8
2025-02-11,M1,54330.69444804155,0.0,371.18081284949005,54701.875260891036,54701.875260891036,0.0,246.92307269735403,1101.7413542043298,6151.323481508199,60853.19874239923,80590.37899684958,80837.30206954695,1967.4286525210446,0.0,24393.367652290068,19642.350014393174,10556.35082429247,10685.54836202778,14
