date,t,time_end,L_actual_kw,P_act_kw,L_fc_kw,P_fc_kw,x_plan_kwh,y_used_kwh,r_purchase_waste_kwh,u_charge_kwh,v_discharge_kwh,e_emergency_kwh,w_pv_waste_kwh,g_pv_used_kwh,E_end_kwh
2025-02-01,1,00:10,2532.1822,0.0,2629.5205645666315,0.0,438.2534274277719,438.2534274277719,0.0,16.223060761105216,0.0,0.0,0.0,0.0,10577.290445690727
2025-02-01,2,00:20,2492.4439,0.0,2602.7014023633865,0.0,433.7835670605644,433.7835670605644,0.0,18.376250393897692,0.0,0.0,0.0,0.0,10593.829071045235
2025-02-01,3,00:30,2464.3,0.0,2584.9940586744638,0.0,430.8323431124106,430.8323431124106,0.0,20.11567644574393,0.0,0.0,0.0,0.0,10611.933179846405
2025-02-01,4,00:40,2581.7688,0.0,2701.6406345293503,0.0,450.273439088225,450.273439088225,0.0,19.978639088225066,0.0,0.0,0.0,0.0,10629.913955025808
2025-02-01,5,00:50,2546.4635,0.0,2829.888820336231,0.0,471.6481367227052,471.6481367227052,0.0,47.2375533893719,0.0,0.0,0.0,0.0,10672.427753076243
2025-02-01,6,01:00,2436.31,0.0,2864.70483179224,0.0,477.45080529870665,477.45080529870665,0.0,71.39913863204004,0.0,0.0,0.0,0.0,10736.686977845078
2025-02-01,7,01:10,2620.5011,0.0,2797.723251375572,0.0,466.2872085625953,466.2872085625953,0.0,29.537025229261985,0.0,0.0,0.0,0.0,10763.270300551414
2025-02-01,8,01:20,2710.7861,0.0,2684.8300346235287,0.0,447.47167243725477,447.47167243725477,0.0,0.0,4.326010896078515,0.0,0.0,0.0,10758.463621777993
2025-02-01,9,01:30,2676.48,0.0,2644.5949260465177,0.0,440.76582100775295,440.76582100775295,0.0,0.0,5.314178992247037,0.0,0.0,0.0,10752.558978453275
2025-02-01,10,01:40,2830.598,0.0,2777.0209902109063,0.0,462.8368317018177,462.8368317018177,0.0,0.0,8.92950163151562,0.0,0.0,0.0,10742.637309973814
2025-02-01,11,01:50,2688.1558,0.0,2922.1783280579702,0.0,487.029721342995,487.029721342995,0.0,39.003754676328356,0.0,0.0,0.0,0.0,10777.74068918251
2025-02-01,12,02:00,2384.42,0.0,2954.3365432877035,0.0,492.3894238812839,422.13590090832184,70.25352297296206,24.73256757498853,0.0,0.0,0.0,0.0,10800.0
2025-02-01,13,02:10,2604.5438,0.0,2888.5765989042816,0.0,481.4294331507136,434.0906333333333,47.33879981738028,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,14,02:20,2943.3655,0.0,2894.770411780118,0.0,482.46173529668636,482.46173529668636,0.0,0.0,8.099181369980272,0.0,0.0,0.0,10791.00090958891
2025-02-01,15,02:30,3019.32,0.0,2961.213380598916,0.0,493.5355634331527,493.5355634331527,0.0,0.0,9.684436566847353,0.0,0.0,0.0,10780.240424514635
2025-02-01,16,02:40,2844.4369,0.0,2930.746144998051,0.0,488.4576908330085,488.4576908330085,0.0,14.384874166341831,0.0,0.0,0.0,0.0,10793.186811264342
2025-02-01,17,02:50,2768.3064,0.0,2933.7435244415415,0.0,488.9572540735902,468.9546097062862,20.002644367304015,7.570209706286227,0.0,0.0,0.0,0.0,10800.0
2025-02-01,18,03:00,2861.65,0.0,3007.3841683171127,0.0,501.23069471951874,476.94166666666666,24.289028052852075,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,19,03:10,2900.3973,0.0,3039.165144433249,0.0,506.52752407220817,483.39955,23.12797407220819,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,20,03:20,2919.6115,0.0,2990.77742008992,0.0,498.46290334831997,486.6019166666666,11.860986681653344,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,21,03:30,2993.09,0.0,2911.869864275756,0.0,485.31164404595927,485.31164404595927,0.0,0.0,13.536689287374088,0.0,0.0,0.0,10784.95923412514
2025-02-01,22,03:40,3109.8584,0.0,2912.2736979121355,0.0,485.3789496520226,485.3789496520226,0.0,0.0,32.930783681310686,0.0,0.0,0.0,10748.36947447924
2025-02-01,23,03:50,3054.8008,0.0,3063.0205883946323,0.0,510.50343139910535,510.50343139910535,0.0,1.3699647324386888,0.0,0.0,0.0,0.0,10749.602442738435
2025-02-01,24,04:00,2901.7,0.0,3214.2008619332105,0.0,535.700143655535,535.700143655535,0.0,52.083476988868426,0.0,0.0,0.0,0.0,10796.477572028416
2025-02-01,25,04:10,2947.1208,0.0,3127.555582436882,0.0,521.2592637394803,495.10060885731554,26.15865488216474,3.913808857315517,0.0,0.0,0.0,0.0,10800.0
2025-02-01,26,04:20,3027.8717,0.0,3043.9889348128813,0.0,507.3314891354802,504.64528333333334,2.6862058021468442,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,27,04:30,3033.47,0.0,3111.795030852686,0.0,518.6325051421143,505.57833333333326,13.054171808781007,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,28,04:40,3019.3858,0.0,3245.629897532353,0.0,540.9383162553921,503.23096666666663,37.70734958872549,0.0,0.0,0.0,0.0,0.0,10800.0
