date,planned_purchase_kwh,planned_cost_yuan,emergency_kwh,emergency_cost_yuan,total_cost_yuan,unused_plan_kwh,curtailed_pv_kwh,charge_kwh,discharge_kwh,start_soc_kwh,end_soc_kwh,reserve_kwh
2025-02-01,42389.8973526274,24235.08864451624,0.0,0.0,24235.08864451624,1190.173403475434,3756.885789380406,15005.699728123092,11941.037501684867,10562.689691005733,10800.0,2734.9882966839127
2025-02-02,87398.81914661618,58001.03136229509,0.0,0.0,58001.03136229509,5570.165093743603,143.10248333333334,17522.492734417057,14193.219114877813,10800.0,10800.0,2588.5609110740475
2025-02-03,85184.65636138385,56132.44236071469,0.0,0.0,56132.44236071469,1473.6671754650647,0.0,18960.228624120646,15466.155938201842,10800.0,10679.588052595436,2442.133525464182
2025-02-04,84673.3635292698,55404.74640500404,0.0,0.0,55404.74640500404,1552.6026335647737,0.0,18995.122372257087,17069.22542655205,10679.588052595436,8809.392158124543,2295.706139854317
2025-02-05,84534.51574418184,54367.34048058772,249.15184130931237,1497.1030928603163,55864.443573448036,135.37008118279482,0.0,21441.62925857128,17541.75873759624,8809.392158124543,8616.015449065098,2149.2787542444516
2025-02-06,84818.09150455747,54652.45714496979,54.76703333333364,318.80905771666846,54971.26620268646,172.6963030235013,0.0,21380.045217567014,16950.940199366374,8616.015449065098,9023.678145579432,2089.889045477774
2025-02-07,39999.05762925472,21407.94368645995,0.0,0.0,21407.94368645995,202.11296360593735,3662.9345992993794,19328.982080739323,15000.65168105658,9023.678145579432,9752.37126151529,2072.481510109136
2025-02-08,37022.24361726092,19747.743631749516,0.0,0.0,19747.743631749516,1.950770782552695,2310.2659420614673,18617.316298864862,15484.452111114626,9752.37126151529,9303.009140366312,2055.0739747404978
2025-02-09,78179.17509940668,50447.71516176053,3820.229664101891,21372.83307347789,71820.54823523841,1.1368683772161603e-13,0.0,18150.305257271204,15706.316460429283,9303.009140366312,8186.821138100083,2347.9287459602306
2025-02-10,83218.22575843483,54160.054647507946,0.0,0.0,54160.054647507946,3123.3389462331547,328.1247000000001,20059.54244789928,14619.417919030937,8186.821138100083,9996.611653397287,2777.5457892440745
2025-02-11,78644.31034614227,51345.28234225509,0.0,0.0,51345.28234225509,218.9156831488777,0.0,19249.627976240205,16044.83044658015,9996.611653397287,9493.687446924418,2734.9882966839127
2025-02-12,79925.8202722881,52141.49704312609,0.0,0.0,52141.49704312609,726.480805338977,157.27149749214686,19321.772202290565,15546.44036616692,9493.687446924418,9609.459799911569,2605.9684464426878
2025-02-13,80911.31403622602,52738.362853860854,0.0,0.0,52738.362853860854,4772.251846360403,558.6377833333336,17668.765286339807,13417.819896474195,9609.459799911569,10602.659783757175,2476.9485962014583
2025-02-14,37685.73933651882,20886.737611536817,0.0,0.0,20886.737611536817,126.63880188241035,4732.275785826147,16584.86151776302,13559.838585619424,10602.659783757175,10462.547832388973,2347.9287459602283
2025-02-15,37756.44249053333,21118.737502597825,0.0,0.0,21118.737502597825,65.77929025151138,5722.327864132638,15797.93000287292,13109.685766723745,10462.547832388973,10114.367316392669,2722.6904260087995
2025-02-16,79538.88476467843,52124.52215414255,0.0,0.0,52124.52215414255,266.85648532241817,0.0,18852.129194095647,14957.480014739633,10114.367316392669,10461.861352479153,2719.6159583400213
2025-02-17,78450.70492033334,51275.718537233064,0.0,0.0,51275.718537233064,3206.8841249833013,882.1082833333332,16148.142061441291,12970.292716091251,10461.861352479153,10583.752856563813,2593.6705757675745
2025-02-18,76002.66835629329,49574.44021259654,0.0,0.0,49574.44021259654,628.2873670744636,95.83631069958756,17752.263427881313,14565.106532695398,10583.752856563813,10377.338238662107,2467.725193195123
2025-02-19,75932.98752725069,49230.98579229774,27.0,122.8365,49353.82229229774,566.0200658313752,0.0,19083.587159051815,16568.947080965838,10377.338238662107,9142.625480735582,2341.7798106226765
2025-02-20,77214.68321200236,49653.079235459765,30.205759172098055,141.4837759621073,49794.56301142187,914.6781198998699,0.0,20331.080389553576,14994.00327161232,9142.625480735582,10780.594196209,2215.834428050225
2025-02-21,36907.55854487005,20329.00493436573,0.0,0.0,20329.00493436573,441.23742999808735,7756.317255610004,16668.445149627954,13518.703323699325,10780.594196209,10761.413360097127,2089.889045477774
2025-02-22,36745.297074037546,20228.65642798314,0.0,0.0,20228.65642798314,180.04399735241498,5582.594565247062,16948.5806028515,13810.684974746766,10761.413360097127,10669.930375167083,2072.4815101091363
2025-02-23,76546.60281100447,49402.237882900445,8.202059120019157,38.41844491816973,49440.656327818615,1170.4966428847715,306.96721692815913,18692.36051612968,15146.87318915145,10669.930375167083,10663.195740626636,2081.4069878876376
2025-02-24,75151.49347035775,48278.406057973494,25.397073484472457,118.95989220126899,48397.36595017476,2452.1949260479096,1224.353383333333,17570.380578038166,14273.071960243851,10663.195740626636,10617.569416145589,2077.1659590925697
2025-02-25,73120.05291136142,46956.055052950454,53.23524113271719,236.90757953329688,47192.96263248375,2442.1648982306688,1545.8397333333332,17677.884854569347,14313.924566972542,10617.569416145589,10623.305155288508,2072.9249302975018
2025-02-26,70655.9927705646,45584.39091031691,220.8881601361902,956.8406895799174,46541.23159989683,305.2400334360617,0.0,17136.719499911847,15379.926635980437,10623.305155288508,8957.545331897581,2068.6839015024334
2025-02-27,72477.10422204131,46066.34523569891,3.044754857834505,13.85211222571808,46080.19734792462,1081.027645304698,0.0,21227.792228158913,16785.25509656447,8957.545331897581,9412.274896613419,2055.5173949288637
2025-02-28,36874.58061336124,19971.8322440455,0.0,0.0,19971.8322440455,331.7013329076903,8915.948470291358,17118.37488200789,12784.037621845699,9412.274896613419,10614.326043925297,2042.3508883552936
2025-03-01,35731.644797684654,19511.597961098447,0.0,0.0,19511.597961098447,345.433861188525,8654.22392521946,16381.483709470054,13308.262631526715,10614.326043925297,10570.702902974212,2029.184381781724
2025-03-02,71628.24416213037,45721.54599967617,3029.2567903531435,17091.37896043082,62812.92496010699,873.5566821036115,0.0,16365.7209029197,14940.08369920645,10570.702902974212,8699.758716483662,2016.0178752081538
2025-03-03,76689.3978922028,48482.60125646433,6.7907509577017215,31.208313249843442,48513.809569714176,669.5769636192551,0.0,21691.723682628624,17682.25863642071,8699.758716483662,8575.355990381975,2068.6839015024334
2025-03-04,77466.3979150108,49023.702002515114,0.0,0.0,49023.702002515114,2193.1523688100187,783.1469000000002,20620.19659158762,15329.55587872017,8575.355990381975,10100.693057566197,2055.5173949288637
2025-03-05,73777.26638111573,46943.39588853154,3.286666666666747,14.952690000000366,46958.348578531535,3764.023480551198,625.9976666666664,17756.228570265885,14496.16868636802,10100.693057566197,9974.444674841023,2042.3508883552936
2025-03-06,69833.05307918286,44387.289234432516,0.0,0.0,44387.289234432516,820.4424277383847,803.271483333333,18103.81312296588,15835.128088188067,9974.444674841023,8673.289720856901,2029.184381781724
2025-03-07,35689.774988818535,19145.96624678745,0.0,0.0,19145.96624678745,119.49804473476365,10062.914551618775,16255.844889731874,11670.768030600211,8673.289720856901,10336.030087615354,2016.0178752081538
2025-03-08,32544.96835026031,17649.00951172523,0.0,0.0,17649.00951172523,110.93639525706777,10112.837646838278,17766.796066458315,14508.741274960012,10336.030087615354,10205.322908583374,2002.8513686345837
2025-03-09,68287.29636785178,43145.44339977762,0.0,0.0,43145.44339977762,1283.8169533661098,49.68563901272569,19814.44606838413,16194.177342911167,10205.322908583374,10044.793989116679,1960.690455626009
2025-03-10,66754.23178188408,42236.07324062115,3125.3532183257944,19398.2324412755,61634.30568189664,43.6083477750193,0.0,15892.331946502576,14098.426744067718,10044.793989116679,8682.974136449307,1918.5295426174328
2025-03-11,70753.62452630399,44384.37551246332,0.0,0.0,44384.37551246332,1397.329010739585,1129.5081000000002,19417.309018339012,15129.440402774606,8682.974136449307,9348.062916538187,2029.184381781724
2025-03-12,69294.30958155029,43635.205754537434,0.0,0.0,43635.205754537434,1433.069956409385,1211.6173333333331,19380.361410963433,15166.273802489195,9348.062916538187,9938.972850306169,2016.0178752081538
2025-03-13,66792.00132271514,42393.80074109997,2685.782233952983,17065.88636023671,59459.687101336676,59.678228532392836,0.0,15963.362944422632,14090.875632953563,9938.972850306169,8649.471019227025,2002.8513686345837
2025-03-14,35236.22661183649,19179.00902636436,0.0,0.0,19179.00902636436,512.8134949980378,13580.953443345608,16723.98740770437,11610.953717544864,8649.471019227025,10800.0,2055.5173949288637
2025-03-15,32887.41980050225,18089.193669589004,0.0,0.0,18089.193669589004,429.91149062346335,8592.741463992576,17168.260496243303,14227.618800357095,10800.0,10442.969112888866,2042.3508883552936
2025-03-16,68443.59060793067,43456.00681524932,1.6400000000001,7.461180000000455,43463.46799524932,892.954572607623,322.9277000000001,18832.95570833069,14954.65430634096,10442.969112888866,10776.346687785424,2077.1659590925697
2025-03-17,68075.93773660852,43320.185356687405,0.0,0.0,43320.185356687405,4487.1682408583365,2635.277233333333,16179.330779423237,13083.969950339706,10776.346687785424,10800.0,2072.9249302975018
2025-03-18,63615.949652790565,40641.19694105518,0.0,0.0,40641.19694105518,377.22465242641186,0.0,17583.401475567935,15470.63484187044,10800.0,9435.467059266211,2068.6839015024334
2025-03-19,64859.601944502836,41151.32687684549,0.0,0.0,41151.32687684549,641.7783006919171,0.0,19647.24305377636,14894.889859965444,9435.467059266211,10568.10818548111,2055.5173949288637
