date,model,base_cost_yuan,breach_cost_yuan,overbuy_cost_yuan,grid_cost_yuan,two_way_grid_cost_yuan,reversal_gap_yuan,adjusted_kwh,emergency_kwh,emergency_cost_yuan,total_cost_yuan,planned_purchase_kwh,final_commitment_kwh,unused_plan_kwh,curtailed_pv_kwh,charge_kwh,discharge_kwh,start_soc_kwh,end_soc_kwh,emergency_slots
2025-02-01,M9,17987.122708702045,0.0,0.0,17987.122708702045,17987.122708702045,0.0,0.0,0.0,0.0,17987.122708702045,42267.20400762825,42267.20400762825,1512.9730984424114,2728.66626054171,19196.7827121621,15549.3939968513,10800.0,10800.0,0
2025-02-02,M9,62250.17430234254,0.0,0.0,62250.17430234254,62250.17430234254,0.0,0.0,0.0,0.0,62250.17430234254,89091.88894622425,89091.88894622425,6275.363686764681,59.174066666666704,23163.543383120596,18762.470140327678,10800.0,10800.0,0
2025-02-03,M9,62780.03498732285,0.0,57.56486116142261,62837.599848484264,62837.599848484264,0.0,60.10177035983952,0.0,0.0,62837.599848484264,88423.71266864782,88483.81443900763,3987.7338261195996,0.0,22521.91638362136,18242.752270733305,10800.0,10800.0,0
2025-02-04,M9,62462.10129175522,0.0,89.89994091091195,62552.00123266613,62552.00123266613,0.0,46.86682353816701,0.0,0.0,62552.00123266613,88298.7535076712,88345.62033120936,2489.0443551892167,0.0,25016.326435961615,20354.614409941467,10800.0,10698.455559097161,0
2025-02-05,M9,58350.95650616015,0.0,2173.8819691910203,60524.83847535119,60524.83847535119,0.0,1510.5030972192787,968.1113138465378,5441.930306182966,65966.76878153416,83686.57656710006,85197.07966431933,800.939995588874,0.0,24397.64309397751,19781.819094733837,10698.455559097161,10676.535349528212,8
2025-02-06,M9,60361.36578956009,0.0,422.705975644183,60784.0717652043,60784.0717652043,0.0,603.4375126247535,81.0540704574618,512.1001706377208,61296.17193584202,85598.20394705333,86201.6414596781,1461.0670931717868,0.0,24718.887883660987,20168.316663363883,10676.535349528212,10514.293707752118,4
2025-02-07,M9,15914.642331208219,0.0,182.002556698008,16096.644887906226,16096.644887906226,0.0,143.32109640927825,200.04847886168167,828.2338933268215,16924.87878123305,38149.92760570819,38293.24870211746,305.32762752502447,2868.5019326065785,20188.014169328595,16674.22621514772,10514.293707752118,10156.588443317054,2
2025-02-08,M9,13964.661442994788,0.0,2391.7720845730296,16356.433527567819,16356.433527567819,0.0,2225.2397967653415,323.8895976966757,1607.4640733686015,17963.89760093642,34732.604943280356,36957.8447400457,42.94300139581094,1199.1951601615278,21746.033032298106,17283.599572779734,10156.588443317054,10524.018647074538,1
2025-02-09,M9,55001.35474146097,0.0,5421.779392669982,60423.13413413095,60423.13413413095,0.0,4308.179688151729,394.75621101682503,1990.574092649015,62413.70822677997,79671.01120983412,83979.19089798586,237.69050435132462,0.0,24911.096697271096,20330.256059286407,10524.018647074538,10354.832275411412,9
2025-02-10,M9,55648.999982483874,0.0,974.1844960238344,56623.18447850772,56623.18447850772,0.0,779.8079687762124,0.0,0.0,56623.18447850772,81366.68730491347,82146.4952736897,3216.7672035304086,328.1247000000001,20973.138822823286,16698.173035997326,10354.832275411412,10677.131620399783,0
2025-02-11,M9,54998.23429465846,0.0,1011.0217827875874,56009.25607744605,56009.25607744605,0.0,659.9118482774231,271.64065043822245,1405.4343456310755,57414.690423077125,80170.88998013506,80830.80182841248,1545.4489491734607,0.0,23301.167950822288,18964.77155447837,10677.131620399783,10576.214382274988,5
2025-02-12,M9,55672.135003578536,0.0,576.8962597836156,56249.03126336214,56249.03126336214,0.0,449.84826797549545,10.432783395604702,56.5874171377599,56305.6186804999,81374.10201750233,81823.95028547783,2213.405719607048,163.38428333333331,22688.648879475633,18497.79194687592,10576.214382274988,10442.896210607585,1
2025-02-13,M9,55067.91841042365,0.0,1035.6731720670552,56103.591582490706,56103.591582490706,0.0,562.1356386289187,0.0,0.0,56103.591582490706,81313.39508404801,81875.53072267692,6003.938928804361,401.75736666666694,20099.800000453048,15959.444589913805,10442.896210607585,10800.0,0
