date,grid_cost_yuan,base_cost_yuan,breach_cost_yuan,overbuy_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_kwh,start_soc_kwh,end_soc_kwh
2025-01-01,37658.06179616845,37658.06179616845,0.0,0.0,166246.56907778291,203904.63087395136,33602.20743054526,6000.0,9756.28985425926
2025-01-02,67998.32931092172,67998.32931092172,0.0,0.0,344.22755082506393,68342.55686174678,68.67423748922567,9756.28985425926,10627.021580498198
2025-01-03,66914.7199355423,66914.7199355423,0.0,0.0,0.0,66914.7199355423,0.0,10627.021580498198,10800.0
2025-01-04,37557.55389432872,37557.55389432872,0.0,0.0,19.717315829790362,37577.271210158506,9.100999690648678,10800.0,10800.0
2025-01-05,25691.403091031367,25691.403091031367,0.0,0.0,205192.34106758656,230883.74415861792,42723.53038100016,10800.0,8150.4714138015515
2025-01-06,49796.733214436135,49796.733214436135,0.0,0.0,69683.23762149659,119479.97083593273,13794.84439136595,8150.4714138015515,9541.341139342418
2025-01-07,62272.99132189458,62272.99132189458,0.0,0.0,7262.018926222177,69535.01024811676,1373.893264541532,9541.341139342418,10182.830886899876
2025-01-08,66859.81278657322,66859.81278657322,0.0,0.0,246.89672870853394,67106.70951528176,66.30572821694761,10182.830886899876,10800.0
2025-01-09,65631.21815051138,65631.21815051138,0.0,0.0,324.75368089209684,65955.97183140348,86.49635956241897,10800.0,10731.023332312938
2025-01-10,27597.73717711837,27597.73717711837,0.0,0.0,288.13420403897805,27885.87138115735,127.29383713047184,10731.023332312938,10366.613944387971
2025-01-11,27480.095748940654,27480.095748940654,0.0,0.0,445.211279811235,27925.30702875189,140.7364855348365,10366.613944387971,10397.32817381602
2025-01-12,63444.413407104614,63444.413407104614,0.0,0.0,545.9296870566794,63990.34309416129,149.48697936489725,10397.32817381602,10523.618883023442
2025-01-13,62764.03321664107,62764.03321664107,0.0,0.0,512.2293029035413,63276.262519544616,138.3046638342763,10523.618883023442,10067.51504240218
2025-01-14,61536.990674469474,61536.990674469474,0.0,0.0,1428.3556594490433,62965.34633391852,317.18921604893035,10067.51504240218,9981.925525185745
2025-01-15,60097.18939335081,60097.18939335081,0.0,0.0,7985.196629719286,68082.3860230701,1498.7388462981542,9981.925525185745,9983.743215942934
2025-01-16,61359.60168103857,61359.60168103857,0.0,0.0,3520.1459648056284,64879.747645844196,736.9298768298186,9983.743215942934,10013.015474695118
2025-01-17,25697.87698010269,25697.87698010269,0.0,0.0,631.7862550739537,26329.663235176646,240.22954193509008,10013.015474695118,9897.362507202304
2025-01-18,25137.346325750703,25137.346325750703,0.0,0.0,1047.9215260389856,26185.26785178969,252.68651576089962,9897.362507202304,10072.683265965632
2025-01-19,59527.82838048393,59527.82838048393,0.0,0.0,5169.904435576198,64697.73281606013,980.6889696402973,10072.683265965632,9978.958134337794
2025-01-20,59942.33978296189,59942.33978296189,0.0,0.0,4143.864213412759,64086.20399637465,843.3890358686971,9978.958134337794,10184.225107111268
2025-01-21,59757.05352630648,59757.05352630648,0.0,0.0,1108.8311018875875,60865.88462819407,281.10702831207914,10184.225107111268,10328.166303586238
2025-01-22,57651.90818923276,57651.90818923276,0.0,0.0,15287.67992007715,72939.5881093099,2839.9140777256102,10328.166303586238,9856.018268808235
2025-01-23,58244.46345376349,58244.46345376349,0.0,0.0,14316.445631984405,72560.9090857479,2694.774289663005,9856.018268808235,9968.48487329029
2025-01-24,24469.164743424764,24469.164743424764,0.0,0.0,777.503756081158,25246.668499505922,188.49498555057392,9968.48487329029,10036.353151378507
2025-01-25,23757.752768252623,23757.752768252623,0.0,0.0,288.8759132698129,24046.628681522438,47.255997590350546,10036.353151378507,10126.268449719055
2025-01-26,56286.633087137016,56286.633087137016,0.0,0.0,17593.045239722247,73879.67832685926,3278.9893321098766,10126.268449719055,10084.084259800735
2025-01-27,57236.96277829063,57236.96277829063,0.0,0.0,2133.7080056753284,59370.67078396596,497.2749378839093,10084.084259800735,9902.644100524132
2025-01-28,55434.56190713364,55434.56190713364,0.0,0.0,17648.739923267116,73083.30183040076,3412.1570559224765,9902.644100524132,9959.09297154322
2025-01-29,56781.13310549207,56781.13310549207,0.0,0.0,630.7727664252843,57411.90587191735,131.51445046279792,9959.09297154322,10386.288058172182
2025-01-30,55029.92650158079,55029.92650158079,0.0,0.0,7472.039466987365,62501.965968568154,1507.9621115822838,10386.288058172182,9991.13993933269
2025-01-31,21116.708778447366,21116.708778447366,0.0,0.0,10207.260738919103,31323.96951736647,1805.9276329194226,9991.13993933269,10030.780476675809
2025-02-01,21399.864258145717,21399.864258145717,0.0,0.0,434.01292730617774,21833.877185451896,119.16956961275416,10030.780476675809,10186.291823460962
2025-02-02,55494.473255593104,55494.473255593104,0.0,0.0,334.4448744356759,55828.91813002878,53.365830437396085,10186.291823460962,10354.095620047172
2025-02-03,53892.64522286523,53892.64522286523,0.0,0.0,873.8715533350796,54766.516776200304,169.57966568609766,10354.095620047172,10210.787736567885
2025-02-04,53256.66518328259,53256.66518328259,0.0,0.0,9383.025015341835,62639.69019862442,1717.5312023843535,10210.787736567885,10014.288775321425
2025-02-05,51601.363409186626,51601.363409186626,0.0,0.0,11220.29106611256,62821.65447529919,2200.502725988486,10014.288775321425,9998.143049589788
2025-02-06,51886.666780136904,51886.666780136904,0.0,0.0,7451.207550354786,59337.874330491686,1404.6923808362915,9998.143049589788,9792.727471154736
2025-02-07,19029.260052165268,19029.260052165268,0.0,0.0,2719.6165250600034,21748.87657722527,519.5666693389726,9792.727471154736,9573.517006217495
2025-02-08,17872.251933620304,17872.251933620304,0.0,0.0,6253.716371927392,24125.968305547696,1530.4581421932671,9573.517006217495,9506.993529858393
2025-02-09,48102.42877804619,48102.42877804619,0.0,0.0,29953.863039536358,78056.29181758255,5600.929880963603,9506.993529858393,9484.03621643159
2025-02-10,50944.57503879362,50944.57503879362,0.0,0.0,655.5602301671457,51600.13526896077,143.62908215846068,9484.03621643159,9383.483722697083
2025-02-11,49063.20642049442,49063.20642049442,0.0,0.0,4662.245691475895,53725.45211197031,898.1544900605426,9383.483722697083,9624.948760589463
2025-02-12,49679.63835699616,49679.63835699616,0.0,0.0,2877.0063929928324,52556.64474998899,616.8477982314903,9624.948760589463,9540.872222722133
2025-02-13,50474.112555502885,50474.112555502885,0.0,0.0,0.0,50474.112555502885,0.0,9540.872222722133,9799.447256199557
2025-02-14,18920.146791522224,18920.146791522224,0.0,0.0,0.0,18920.146791522224,0.0,9799.447256199557,9725.607996661905
2025-02-15,18765.99946184268,18765.99946184268,0.0,0.0,106.15072281172331,18872.1501846544,25.000572101186165,9725.607996661905,9401.589400197672
2025-02-16,49994.681378849695,49994.681378849695,0.0,0.0,158.12852473459063,50152.80990358428,34.71932014990182,9401.589400197672,9759.113926777374
2025-02-17,49275.6912691035,49275.6912691035,0.0,0.0,0.0,49275.6912691035,0.0,9759.113926777374,9809.264132653283
2025-02-18,47661.69794680762,47661.69794680762,0.0,0.0,266.55302648488725,47928.2509732925,51.59654843585256,9809.264132653283,9621.73280788151
2025-02-19,47407.657290383766,47407.657290383766,0.0,0.0,4964.260071074277,52371.91736145804,1086.147484216377,9621.73280788151,9491.22658710891
2025-02-20,47539.91234024858,47539.91234024858,0.0,0.0,142.060866664466,47681.97320691305,30.33754512833434,9491.22658710891,10021.782687280294
2025-02-21,18696.912572328787,18696.912572328787,0.0,0.0,0.0,18696.912572328787,0.0,10021.782687280294,10102.229099056105
2025-02-22,18448.740970141043,18448.740970141043,0.0,0.0,0.0,18448.740970141043,0.0,10102.229099056105,9937.583796336781
2025-02-23,47911.86649138653,47911.86649138653,0.0,0.0,38.41844491816973,47950.2849363047,8.202059120019157,9937.583796336781,9913.455573086889
2025-02-24,46741.743911514335,46741.743911514335,0.0,0.0,233.66232345126912,46975.4062349656,51.59082348447248,9913.455573086889,9847.330025612173
2025-02-25,45351.78183442052,45351.78183442052,0.0,0.0,236.90757953329688,45588.68941395382,53.23524113271719,9847.330025612173,9880.242773478854
2025-02-26,43917.874192691495,43917.874192691495,0.0,0.0,9213.041143488172,53130.91533617966,1698.76226371019,9880.242773478854,9814.39812129002
2025-02-27,43781.902178678596,43781.902178678596,0.0,0.0,5598.33437771522,49380.236556393815,1150.836181501892,9814.39812129002,9722.689578113925
2025-02-28,17903.949034885532,17903.949034885532,0.0,0.0,0.0,17903.949034885532,0.0,9722.689578113925,9890.476975292004
2025-03-01,17914.297008392437,17914.297008392437,0.0,0.0,0.0,17914.297008392437,0.0,9890.476975292004,9832.678258901125
2025-03-02,44318.53402062307,44318.53402062307,0.0,0.0,24836.82811615609,69155.36213677916,4325.477328624704,9832.678258901125,9423.968698846009
2025-03-03,46426.591754038964,46426.591754038964,0.0,0.0,6858.427259581772,53285.01901362074,1410.7287094612516,9423.968698846009,9347.349572531488
2025-03-04,47009.44164330902,47009.44164330902,0.0,0.0,0.0,47009.44164330902,0.0,9347.349572531488,9351.952307146048
2025-03-05,45602.81061189564,45602.81061189564,0.0,0.0,263.33193984996797,45866.14255174561,55.692980510128265,9351.952307146048,9283.72208384803
2025-03-06,42970.02194001949,42970.02194001949,0.0,0.0,5483.210156323084,48453.232096342574,1125.215013045096,9283.72208384803,9180.069666177682
2025-03-07,17231.579665206387,17231.579665206387,0.0,0.0,0.0,17231.579665206387,0.0,9180.069666177682,9577.954684257076
