date,baseline,ridge,lightgbm
2025-02-01,0.18189959802204428,0.8181004019779557,0.0
2025-02-02,0.7208900360865663,0.27910996391343373,0.0
2025-02-03,0.9464674046452197,0.05353259535478031,0.0
2025-02-04,0.963855421686747,0.03614457831325301,0.0
2025-02-05,0.963855421686747,0.03614457831325301,0.0
2025-02-06,0.963855421686747,0.03614457831325301,0.0
2025-02-07,0.9250700978500664,0.0749299021499336,0.0
2025-02-08,0.8560622764792875,0.14393772352071263,0.0
2025-02-09,0.8119526966400644,0.18804730335993552,0.0
2025-02-10,0.7202248206713528,0.2797751793286471,0.0
2025-02-11,0.6379444486797109,0.3620555513202891,0.0
2025-02-12,0.6895503873738557,0.31044961262614446,0.0
2025-02-13,0.6236095433748641,0.376390456625136,0.0
2025-02-14,0.5714875037809022,0.42851249621909776,0.0
2025-02-15,0.599978095374811,0.4000219046251891,0.0
2025-02-16,0.7101523608925513,0.2898476391074487,0.0
2025-02-17,0.7819216097220819,0.2180783902779181,0.0
2025-02-18,0.7799186396711145,0.22008136032888553,0.0
2025-02-19,0.7993525945721254,0.20064740542787457,0.0
2025-02-20,0.7575172157323055,0.24248278426769457,0.0
2025-02-21,0.7147576055699406,0.2852423944300595,0.0
2025-02-22,0.7103648456467752,0.28963515435322484,0.0
2025-02-23,0.6869176296495739,0.31308237035042613,0.0
2025-02-24,0.6700800993128314,0.3299199006871687,0.0
2025-02-25,0.6533904161081717,0.34660958389182833,0.0
2025-02-26,0.6294761653375355,0.3705238346624645,0.0
2025-02-27,0.5993454615836556,0.40065453841634435,0.0
2025-02-28,0.5761565050710805,0.4238434949289196,0.0
2025-03-01,0.560714836279273,0.43928516372072696,0.0
2025-03-02,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-03-03,0.36753677937936535,0.24767262191755463,0.38479059870307997
2025-03-04,0.39774008861978905,0.30463652696840615,0.2976233844118049
2025-03-05,0.29651979516564336,0.27908909018187505,0.4243911146524817
2025-03-06,0.24563640283192648,0.23598304985115484,0.5183805473169186
2025-03-07,0.2321844212197324,0.22330755297010194,0.5445080258101657
2025-03-08,0.29934248631685934,0.2936973760401385,0.40696013764300226
2025-03-09,0.2736467136096585,0.26826193370077156,0.45809135268956996
2025-03-10,0.2314279006531332,0.2744692505793328,0.494102848767534
2025-03-11,0.23571291281703116,0.272896431167166,0.4913906560158028
2025-03-12,0.20604058966647046,0.2694163022962116,0.524543108037318
2025-03-13,0.19513817270547562,0.2727208888864152,0.5321409384081092
2025-03-14,0.2374908683701561,0.3264876227599653,0.4360215088698787
2025-03-15,0.263951603072957,0.33869026309680955,0.39735813383023344
2025-03-16,0.24300456712781202,0.3457680371142136,0.41122739575797435
2025-03-17,0.21415966382177137,0.338492489213867,0.44734784696436153
2025-03-18,0.21883046047135266,0.3363301408362052,0.44483939869244216
2025-03-19,0.20308302487483698,0.33794334688613126,0.45897362823903176
2025-03-20,0.19430586578342515,0.3467610273101262,0.4589331069064487
2025-03-21,0.16885140407390542,0.3630451705908437,0.46810342533525107
2025-03-22,0.1890601516239651,0.3661736085170536,0.44476623985898117
2025-03-23,0.18070646653876812,0.38448445853645774,0.434809074924774
2025-03-24,0.17600928217397657,0.38184210302492666,0.44214861480109685
2025-03-25,0.16385088992899227,0.3868511989158806,0.4492979111551271
2025-03-26,0.15997963937105378,0.39158429697712527,0.44843606365182087
2025-03-27,0.15173448461633288,0.38814651226377905,0.460119003119888
2025-03-28,0.15223829632464758,0.3913640485222402,0.45639765515311226
2025-03-29,0.1735842559695873,0.40056090577901915,0.42585483825139364
2025-03-30,0.19006856497357016,0.4034502652311447,0.4064811697952852
2025-03-31,0.18793177981886935,0.3903760784538387,0.42169214172729197
2025-04-01,0.18590601871598977,0.38821390957882645,0.4258800717051839
2025-04-02,0.19926851237434473,0.3972813215620889,0.40345016606356643
2025-04-03,0.19312579219589515,0.4174646481501235,0.38940955965398133
2025-04-04,0.18894658361551978,0.4158567164219463,0.39519669996253387
2025-04-05,0.18141011632496729,0.39731653324317695,0.4212733504318559
2025-04-06,0.17823359404002959,0.41198695336066077,0.40977945259930976
2025-04-07,0.17280808575977752,0.4398463556907632,0.38734555854945935
2025-04-08,0.16612384140155284,0.4547598178453893,0.3791163407530579
2025-04-09,0.14799000731120585,0.43546020206504243,0.4165497906237517
2025-04-10,0.1639706442974281,0.4481508981981239,0.387878457504448
2025-04-11,0.16145206423373848,0.4553107369243293,0.38323719884193225
2025-04-12,0.17264640882372598,0.4191606342830499,0.40819295689322416
2025-04-13,0.17695968206019577,0.40853247940276954,0.41450783853703466
2025-04-14,0.18705446196154302,0.3989227494554784,0.41402278858297853
2025-04-15,0.1824474362284905,0.4066704381293627,0.4108821256421469
2025-04-16,0.18686574458181032,0.40304315947198954,0.4100910959462002
2025-04-17,0.1823277185542327,0.40842252054317996,0.40924976090258747
2025-04-18,0.17793233339008535,0.41090051090348734,0.4111671557064273
2025-04-19,0.17112119131124723,0.4072508884390804,0.4216279202496723
2025-04-20,0.16555754996854777,0.4047720056341552,0.42967044439729707
2025-04-21,0.1601186056810096,0.39390117035460087,0.4459802239643896
2025-04-22,0.16675068135339693,0.3895304088119466,0.44371890983465645
2025-04-23,0.1577942616562077,0.3945237504904087,0.44768198785338364
2025-04-24,0.15115351948564928,0.4001885939045523,0.4486578866097984
2025-04-25,0.15959935672432718,0.3963650730658794,0.4440355702097934
2025-04-26,0.1628021892809018,0.3952331203680886,0.4419646903510096
2025-04-27,0.16482162728735839,0.4006042232035976,0.434574149509044
2025-04-28,0.16862085009648248,0.3936873416511482,0.43769180825236936
2025-04-29,0.17522700315928325,0.3890932889296222,0.43567970791109456
2025-04-30,0.16415520191797447,0.3909056064305952,0.44493919165143037
2025-05-01,0.16188696972946406,0.38037274971374707,0.4577402805567888
2025-05-02,0.15892521177458413,0.3936951038205428,0.4473796844048732
2025-05-03,0.15618985057620652,0.40557197085172847,0.43823817857206504
2025-05-04,0.15092614286195039,0.4279028710924736,0.42117098604557607
2025-05-05,0.13598999497629402,0.4365718476949938,0.4274381573287122
2025-05-06,0.12127236983070097,0.4290554144064171,0.449672215762882
2025-05-07,0.12766112582851266,0.4474423000396237,0.4248965741318637
2025-05-08,0.12216517728650353,0.4436020420938086,0.4342327806196879
2025-05-09,0.11297493554688993,0.44373101243918334,0.44329405201392674
2025-05-10,0.09791220143408579,0.46286501023245064,0.43922278833346345
2025-05-11,0.10545014023668946,0.4752063316415734,0.4193435281217372
2025-05-12,0.1066718994474241,0.4782618414780621,0.4150662590745138
2025-05-13,0.10737970199626741,0.4617678976345694,0.4308524003691631
2025-05-14,0.11141677625595828,0.4531431739170157,0.435440049827026
2025-05-15,0.1069534324374203,0.45305296298281494,0.4399936045797649
2025-05-16,0.10405310527142199,0.44079248499589024,0.45515440973268767
2025-05-17,0.13114900401456567,0.4386007825722118,0.4302502134132226
2025-05-18,0.13085370669962812,0.44150303194327056,0.42764326135710135
2025-05-19,0.13703640701667308,0.42753363048112214,0.43542996250220484
2025-05-20,0.13572308103483344,0.42316484415466094,0.44111207481050557
2025-05-21,0.1425015515923288,0.4192308116993851,0.438267636708286
2025-05-22,0.142175401928735,0.4222914947384293,0.43553310333283574
2025-05-23,0.13753129556887608,0.42655842285725876,0.43591028157386524
2025-05-24,0.13710670659467766,0.42073205428873883,0.4421612391165834
2025-05-25,0.13115606433734306,0.4305445958227107,0.4382993398399463
2025-05-26,0.13098382396297553,0.43792846317884027,0.4310877128581842
2025-05-27,0.12907425470325484,0.43045969627031433,0.4404660490264308
2025-05-28,0.11894309130273538,0.44164382486473586,0.4394130838325288
2025-05-29,0.11901026310389773,0.43644755688388265,0.4445421800122197
2025-05-30,0.12431331656063888,0.4297440285748728,0.4459426548644883
2025-05-31,0.12966868245678853,0.43824810164228456,0.4320832159009269
2025-06-01,0.13542977476121731,0.4421717879336358,0.42239843730514687
2025-06-02,0.1498697644745469,0.4489401327438542,0.4011901027815989
2025-06-03,0.1636823818694245,0.46012075897116733,0.3761968591594081
2025-06-04,0.1420582484455799,0.4456343908488916,0.4123073607055285
2025-06-05,0.13649985582803317,0.4402895445601806,0.4232105996117862
2025-06-06,0.13255010788717914,0.4221905809914903,0.4452593111213306
2025-06-07,0.12125761224136368,0.4405551201456494,0.43818726761298704
2025-06-08,0.1107876492376906,0.46733285412446307,0.42187949663784635
