date,day_index,season_stress,level_window_days,load_level_factor,pv_level_factor,load_weekly_factor,drift_level,drift_scale,drift_direction,pv_window_start,pv_window_end,daylight_proxy_hours,daylight_proxy_trend_hours,load_weight_baseline,load_weight_ridge,load_weight_lightgbm
2025-01-01,0,0.0,21,1.0,1.0,1.0,0.0,0.0,0.0,42,109,11.333333333333334,0.0,1.0,,
2025-01-02,1,0.0,21,1.0366164656386678,0.9114782308701924,1.0,0.0,0.0,0.0,42,100,9.833333333333334,0.0,1.0,,
2025-01-03,2,0.0,21,1.027828736159276,0.9313327376064219,1.0,0.0,0.0,0.0,42,100,9.833333333333334,0.0,1.0,,
2025-01-04,3,0.0,21,0.953147599267415,0.9547572270911395,1.0,0.0,0.0,0.0,42,100,9.833333333333334,0.0,1.0,,
2025-01-05,4,0.0,21,0.9309615273193709,0.9707125803315949,1.0,0.0,0.0,0.0,42,100,9.833333333333334,0.0,1.0,,
2025-01-06,5,0.0,21,1.0218617678130515,0.9754120644464697,1.0,0.0,0.0,0.0,42,100,9.833333333333334,0.0,1.0,,
2025-01-07,6,0.0,21,1.0425503784760723,0.9772197491520294,1.0,0.0,0.0,0.0,42,100,9.833333333333334,0.0,1.0,,
2025-01-08,7,0.0,21,1.0404880132935643,0.9730146895632992,1.0,0.0,0.0,0.0,42,100,9.833333333333334,0.0,1.0,,
2025-01-09,8,0.0,21,1.0331845043511882,0.9858812181480309,1.0,0.0,0.0,0.0,42,100,9.833333333333334,0.0,1.0,,
2025-01-10,9,0.0,21,1.027287009364952,0.9886153638550115,1.0,0.0,0.0,0.0,42,100,9.833333333333334,0.0,1.0,,
2025-01-11,10,0.0,21,1.022433934241921,0.9888251905130183,1.0,0.0,0.0,0.0,42,100,9.833333333333334,0.0,1.0,,
2025-01-12,11,0.0,21,1.0186104268744731,0.9924344439567677,1.0,0.0,0.0,0.0,42,100,9.833333333333334,0.0,1.0,,
2025-01-13,12,0.0,21,1.0146973950220382,0.9905425973913365,1.0,0.0,0.0,0.0,42,100,9.833333333333334,0.0,1.0,,
2025-01-14,13,0.0,21,1.0127276051281218,1.0012094846275488,1.0,0.0,0.0,0.0,42,100,9.833333333333334,0.0,1.0,,
2025-01-15,14,0.0,21,1.0110960907818312,1.0041586322358993,1.0,0.0,0.0,0.0,42,101,9.833333333333334,0.0,1.0,,
2025-01-16,15,0.0,21,1.010223581376638,1.00004301188955,1.0,0.0,0.0,0.0,41,101,9.833333333333334,0.0,1.0,,
2025-01-17,16,0.0,21,1.0088300965181918,1.0025448490932645,1.0,0.0,0.0,0.0,41,101,9.833333333333334,0.0,1.0,,
2025-01-18,17,0.0,21,1.0069117256134494,1.0057133233201663,1.0,0.0,0.0,0.0,41,101,9.916666666666668,0.08333333333333393,1.0,,
2025-01-19,18,0.0,21,1.0056190038280501,1.0055965610878734,1.0,0.0,0.0,0.0,41,101,10.083333333333332,0.24999999999999822,1.0,,
2025-01-20,19,0.0,21,1.0048352926703106,1.0046988922417164,1.0,0.0,0.0,0.0,41,101,10.166666666666666,0.33333333333333215,1.0,,
2025-01-21,20,0.0,21,1.0039299342554353,1.0060209076886217,1.0,0.0,0.0,0.0,41,101,10.166666666666666,0.33333333333333215,1.0,,
2025-01-22,21,0.0,21,1.0023249492368818,1.0187365364394123,1.0,0.0,0.0,0.0,41,101,10.166666666666666,0.33333333333333215,1.0,,
2025-01-23,22,0.0,21,1.0013222069897556,1.0114147295937266,1.0,0.0,0.0,0.0,41,101,10.166666666666666,0.33333333333333215,1.0,,
