date,t,time_end,L_actual_kw,P_act_kw,L_fc_kw,P_fc_kw,m_safety_kw,x_plan_kwh,y_used_kwh,r_purchase_waste_kwh,u_charge_kwh,v_discharge_kwh,e_emergency_kwh,w_pv_waste_kwh,g_pv_used_kwh,E_end_kwh
2025-03-20,1,00:10,3299.0689,0.0,3531.2899583982494,0.0,114.27244546866558,607.593733977819,549.8448166666667,57.748917311152354,0.0,0.0,0.0,0.0,0.0,10800.0
2025-03-20,2,00:20,3421.881,0.0,3499.9346646369872,0.0,114.11896712804997,602.3422719608395,570.3135,32.02877196083955,0.0,0.0,0.0,0.0,0.0,10800.0
2025-03-20,3,00:30,3683.11,0.0,3498.809592981438,0.0,111.73070768339664,601.7567167774724,601.7567167774724,0.0,0.0,12.094949889194254,0.0,0.0,0.0,10786.561166789785
2025-03-20,4,00:40,3476.737,0.0,3518.7491757134308,0.0,112.43308291596519,605.1970431048993,594.3882035669059,10.808839537993435,14.932036900239229,0.0,0.0,0.0,0.0,10800.0
2025-03-20,5,00:50,3302.6695,0.0,3494.038602491749,0.0,124.40874362529794,603.0745576861744,550.4449166666666,52.62964101950786,0.0,0.0,0.0,0.0,0.0,10800.0
2025-03-20,6,01:00,3426.94,0.0,3451.383079067516,0.0,130.11922628942986,596.9170508928242,571.1566666666666,25.760384226157612,0.0,0.0,0.0,0.0,0.0,10800.0
2025-03-20,7,01:10,3609.5343,0.0,3429.27421883212,0.0,103.86182425535502,588.8560071812458,588.8560071812458,0.0,0.0,12.733042818754143,0.0,0.0,0.0,10785.852174645828
2025-03-20,8,01:20,3668.9025,0.0,3401.4950500683835,0.0,79.38972239523262,580.1474620772693,580.1474620772693,0.0,0.0,31.336287922730662,0.0,0.0,0.0,10751.034076953905
2025-03-20,9,01:30,3589.3,0.0,3348.130564135422,0.0,79.21851404740573,571.2248463638045,571.2248463638045,0.0,0.0,26.991820302862152,0.0,0.0,0.0,10721.04316550628
2025-03-20,10,01:40,3503.6157,0.0,3398.2659777895838,0.0,84.2641973538759,580.4216958572432,580.4216958572432,0.0,0.0,3.5142541427567267,0.0,0.0,0.0,10717.138438680995
2025-03-20,11,01:50,3545.9703,0.0,3511.697606864648,0.0,106.25339664441398,602.991833918177,602.991833918177,0.0,11.996783918177016,0.0,0.0,0.0,0.0,10727.935544207354
2025-03-20,12,02:00,3590.66,0.0,3584.163230177219,0.0,131.36783299611778,619.255177195556,619.255177195556,0.0,20.81184386222276,0.0,0.0,0.0,0.0,10746.666203683355
2025-03-20,13,02:10,3395.9017,0.0,3515.2154974848845,0.0,116.23576366761209,605.2418768587494,605.2418768587494,0.0,39.25826019208273,0.0,0.0,0.0,0.0,10781.99863785623
2025-03-20,14,02:20,3276.7246,0.0,3444.5071808796674,0.0,84.20201875975756,588.1181999399041,566.1222801597446,21.99591978015951,20.00151349307796,0.0,0.0,0.0,0.0,10800.0
2025-03-20,15,02:30,3394.28,0.0,3468.7045368189156,0.0,66.81357306884567,589.2530183146268,565.7133333333334,23.539684981293476,0.0,0.0,0.0,0.0,0.0,10800.0
2025-03-20,16,02:40,3587.5594,0.0,3563.7851503938286,0.0,66.51664033466223,605.0502984547484,597.9265666666666,7.123731788081727,0.0,0.0,0.0,0.0,0.0,10800.0
2025-03-20,17,02:50,3605.7268,0.0,3636.2968880637986,0.0,89.47956323044615,620.9627418823741,600.9544666666666,20.0082752157075,0.0,0.0,0.0,0.0,0.0,10800.0
2025-03-20,18,03:00,3522.79,0.0,3606.613339203975,0.0,114.94949830265816,620.2604729177722,587.1316666666667,33.128806251105516,0.0,0.0,0.0,0.0,0.0,10800.0
2025-03-20,19,03:10,3631.2618,0.0,3509.349309792626,0.0,111.17445460907666,603.4206274002838,603.4206274002838,0.0,0.0,1.7896725997161411,0.0,0.0,0.0,10798.011474889205
2025-03-20,20,03:20,3731.3543,0.0,3461.59895263278,0.0,92.84356077379795,592.4070855677629,592.4070855677629,0.0,0.0,29.485297765570408,0.0,0.0,0.0,10765.250032927459
2025-03-20,21,03:30,3721.01,0.0,3518.877261795444,0.0,81.81667578837732,600.1156562639702,600.1156562639702,0.0,0.0,20.052677069363085,0.0,0.0,0.0,10742.969280628167
2025-03-20,22,03:40,3699.7385,0.0,3633.244674034395,0.0,69.67370233876058,617.1530627288591,617.1530627288591,0.0,0.5299793955258565,0.0,0.0,0.0,0.0,10743.44626208414
2025-03-20,23,03:50,3674.7825,0.0,3581.6980541646944,0.0,58.75426715318346,606.7420535529795,606.7420535529795,0.0,0.0,5.721696447020349,0.0,0.0,0.0,10737.088821587451
2025-03-20,24,04:00,3623.58,0.0,3506.887981837085,0.0,58.562691929925826,594.2417789611684,594.2417789611684,0.0,0.0,9.688221038831557,0.0,0.0,0.0,10726.324131544305
2025-03-20,25,04:10,3538.7697,0.0019,3644.4457059329984,0.0,62.32662063205862,617.7953877608428,617.7953877608428,0.0,28.00075442750949,0.0,0.0,0.0,0.00031666666666666665,10751.524810529063
2025-03-20,26,04:20,3488.7843,0.0,3669.2761397422123,0.0,76.11967398233392,624.2326356207577,624.2326356207577,0.0,42.76858562075779,0.0,0.0,0.0,0.0,10790.016537587744
2025-03-20,27,04:30,3513.51,0.0,3535.677132675479,0.0,96.37965742262767,605.3427983496844,596.6777360136177,8.665062336066626,11.092736013617671,0.0,0.0,0.0,0.0,10800.0
2025-03-20,28,04:40,3598.3779,0.0271,3594.4638198319817,0.0,101.50329424467928,615.9945190127768,599.7251333333334,16.269385679443417,0.0,0.0,0.0,0.0,0.004516666666666666,10800.0
2025-03-20,29,04:50,3700.4359,0.0,3666.646732913661,0.0,97.2550633660936,627.3169660466257,616.7393166666666,10.577649379959098,0.0,0.0,0.0,0.0,0.0,10800.0
2025-03-20,30,05:00,3753.57,0.0,3653.615477000317,0.0,87.40826369297767,623.5039567822157,623.5039567822157,0.0,0.0,2.0910432177843177,0.0,0.0,0.0,10797.676618646907
2025-03-20,31,05:10,3716.9811,0.3776,3597.906134588609,0.0,77.91725966297574,612.637232375264,612.637232375264,0.0,0.0,6.796684291402585,0.0,0.0,0.06293333333333333,10790.124747212016
2025-03-20,32,05:20,3707.0664,0.0,3600.1208749396205,0.0,88.61603077741881,614.7894842861732,614.7894842861732,0.0,0.0,3.0549157138267446,0.0,0.0,0.0,10786.730396418874
2025-03-20,33,05:30,3642.69,0.0,3637.2967809877173,0.0,89.87878354153676,621.1959274215424,621.1959274215424,0.0,14.080927421542356,0.0,0.0,0.0,0.0,10799.403231098262
2025-03-20,34,05:40,3457.8398,5.2594,3626.2042558245375,0.0,66.58844188593152,615.4654496184114,576.0931432241533,39.37230639425809,0.663076557486622,0.0,0.0,0.0,0.8765666666666667,10800.0
2025-03-20,35,05:50,4028.7787,0.0,4140.607209029563,0.0,70.92806166164912,701.922545115202,671.4631166666666,30.45942844853539,0.0,0.0,0.0,0.0,0.0,10800.0
2025-03-20,36,06:00,4962.09,0.0,4775.18290743881,11.132073615632958,87.67924972634748,0.0,0.0,0.0,0.0,827.015,0.0,0.0,0.0,9881.094444444445
2025-03-20,37,06:10,4905.1198,153.4202,4755.629131434507,141.63586078329857,71.79117197635664,0.0,0.0,0.0,0.0,791.9499333333334,0.0,0.0,25.57003333333333,9001.150074074074
2025-03-20,38,06:20,4660.8239,401.044,4644.19477836058,379.9363050420152,49.74181553479993,0.0,0.0,0.0,0.0,709.9633166666667,0.0,0.0,66.84066666666666,8212.301944444444
2025-03-20,39,06:30,4703.75,675.525,4913.271123762383,665.2451302457035,46.52529744995991,0.0,0.0,0.0,0.0,671.3708333333333,0.0,0.0,112.58749999999999,7466.334351851851
2025-03-20,40,06:40,4726.9008,952.6316,4661.044110143355,981.5908697015092,46.957922334333276,0.0,0.0,0.0,0.0,629.0448666666667,0.0,0.0,158.77193333333332,6767.39561111111
